V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Screening,Condition,Intro,Consent,Reason_NC,Check_PhD,CheckGroup,Intro_FS,Q1_FS_Ob,Q2_FS_Ob,Q3_FS_Ob,Q4_FS_Ra,Q5_FS_Ra,Q6_FS_Ra,Q7_FS_Op,Q8_FS_Op,Q9_FS_Op,Q10_FS_IQ,Q11_FS_IQ,Q12_FS_IQ,Q13_FS_In,Q14_FS_In,Q15_FS_In,Q16_FS_Co,Q17_FS_Co,Q18_FS_Co,Intro_MS,Q1_MS_Ob,Q2_MS_Ob,Q3_MS_Ob,Q4_MS_Ra,Q5_MS_Ra,Q6_MS_Ra,Q7_MS_Op,Q8_MS_Op,Q9_MS_Op,Q10_MS_IQ,Q11_MS_IQ,Q12_MS_IQ,Q13_MS_In,Q14_MS_In,Q15_MS_In,Q16_MS_Co,Q17_MS_Co,Q18_MS_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_ac_age,Dem_gender,Dem_tenure,Feedback,LocationLatitude,LocationLongitude,LocationAccuracy
R_eyqYVg12g6arSOV,Default Response Set,,,,,0,5/14/2014 19:15,5/14/2014 19:21,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,3,5,3,4,4,3,4,6,4,4,5,4,4,4,3,3,1,187,28,74,2,5,,,,
R_cuQVh0bHV11T94x,Default Response Set,,,,,0,5/14/2014 19:28,5/14/2014 19:34,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,4,5,5,5,6,5,5,5,5,5,5,5,5,5,5,3,1,187,33,60,1,4,,,,
R_0cWeocjDGkGvhEp,Default Response Set,,,,,0,5/14/2014 21:03,5/14/2014 21:18,1,,Female,1,1,,1,1,1,4,4,2,6,2,4,4,4,6,7,6,6,6,4,4,4,4,6,,,,,,,,,,,,,,,,,,,,1,137,48,80,1,4,,,,
R_7TH40TsxGff1OGV,Default Response Set,,,,,0,5/14/2014 22:02,5/14/2014 22:06,1,,Female,1,1,,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,84,43,64,1,4,,,,
R_6DSNKfol4tohYTr,Default Response Set,,,,,0,5/15/2014 0:19,5/15/2014 0:23,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,187,38,79,2,4,,,,
R_2brKPrbd1mxxLCZ,Default Response Set,,,,,0,5/15/2014 1:36,5/15/2014 1:42,1,,Female,1,1,,1,1,1,6,4,4,7,6,7,6,6,7,5,7,6,4,4,4,4,3,2,,,,,,,,,,,,,,,,,,,,1,187,66,94,2,5,,,,
R_8unpN1qVjNGfeMl,Default Response Set,,,,,0,5/15/2014 7:07,5/15/2014 7:10,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_aXJHRCgXXFAoXvD,Default Response Set,,,,,0,5/15/2014 7:57,5/15/2014 8:13,1,,Female,1,1,,2,,1,6,2,6,5,5,6,2,2,7,6,6,6,6,6,2,6,6,6,,,,,,,,,,,,,,,,,,,,1,89,67,98,2,4,,,,
R_5auaFbyelEHrHTv,Default Response Set,,,,,0,5/15/2014 9:17,5/15/2014 9:31,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,5,6,6,6,6,6,6,6,5,6,6,6,6,6,4,4,1,36,39,74,1,4,,,,
R_b7z4iL3DeFmDNqt,Default Response Set,,,,,0,5/15/2014 10:10,5/15/2014 10:14,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3UlDde0wHgvCfad,Default Response Set,,,,,0,5/15/2014 12:10,5/15/2014 12:23,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,3,4,5,2,2,1,4,4,2,2,2,4,1,1,163,61,88,2,5,,,,
R_37MhsGoXlZaTgc5,Default Response Set,,,,,0,5/15/2014 13:26,5/15/2014 13:48,1,,Female,1,1,,1,1,1,4,7,4,4,4,4,4,4,4,4,1,4,4,5,4,4,4,1,,,,,,,,,,,,,,,,,,,,1,36,30,61,1,4,,,,
R_beyi2iu9sAP8rZj,Default Response Set,,,,,0,5/15/2014 15:38,5/15/2014 15:46,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,1,4,4,7,7,7,2,4,2,4,2,4,4,4,4,4,4,2,1,24,43,79,1,4,,,,
R_eqymnnTvBOnJp1b,Default Response Set,,,,,0,5/15/2014 17:03,5/15/2014 17:06,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,6,5,6,3,3,3,5,6,6,5,4,5,3,4,2,1,187,42,69,2,4,,,,
R_6QE1qLmpnJKU9ud,Default Response Set,,,,,0,5/15/2014 17:57,5/15/2014 18:03,1,,Female,1,1,,1,1,1,2,3,6,2,4,6,4,5,5,1,2,5,5,3,6,5,2,2,,,,,,,,,,,,,,,,,,,,1,169,43,72,2,4,,,,
R_1BpKC2WP9IbUEXr,Default Response Set,,,,,0,5/15/2014 18:44,5/15/2014 18:49,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,5,6,7,6,5,5,4,4,5,4,6,6,6,4,3,1,1,187,41,73,1,4,,,,
R_a9sC27qCfCUWqBD,Default Response Set,,,,,0,5/15/2014 20:46,5/15/2014 20:56,1,,Female,1,1,,1,1,1,7,6,2,6,6,6,6,7,7,2,2,4,7,6,6,6,7,3,,,,,,,,,,,,,,,,,,,,1,187,56,85,1,5,,,,
R_9KScOx72enx0nK5,Default Response Set,,,,,0,5/15/2014 22:50,5/15/2014 22:55,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,4,4,5,5,5,4,5,3,3,4,5,5,3,5,3,2,1,163,66,94,1,5,,,,
R_0x3S500TgSuVCfz,Default Response Set,,,,,0,5/15/2014 23:28,5/15/2014 23:31,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,3,2,4,4,4,3,3,3,6,3,4,4,3,3,2,3,1,1,187,43,74,2,4,,,,
R_5BdPePeFhikICKp,Default Response Set,,,,,0,5/16/2014 0:09,5/16/2014 0:14,1,,Female,1,1,,1,6,1,6,6,6,6,6,6,6,6,6,5,4,5,6,6,6,6,6,4,,,,,,,,,,,,,,,,,,,,1,9,61,94,1,5,,,,
R_8xqkwM41rru3Ksd,Default Response Set,,,,,0,5/16/2014 6:23,5/16/2014 6:29,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,78,48,80,1,4,,,,
R_3UTxa8kudLimAEB,Default Response Set,,,,,0,5/16/2014 22:28,5/16/2014 22:32,1,,Female,1,1,,1,1,1,4,4,4,4,4,4,4,4,4,4,6,6,6,3,4,6,6,5,,,,,,,,,,,,,,,,,,,,1,100,46,78,1,4,,,,
R_etWXwFdGPzOj0Cp,Default Response Set,,,,,0,5/16/2014 23:26,5/16/2014 23:30,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1yNnV5yLnwpMbMp,Default Response Set,,,,,0,5/17/2014 13:04,5/17/2014 13:08,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,4,6,6,6,6,5,5,5,4,3,4,5,4,4,2,3,2,1,122,42,86,2,4,,,,
R_56lka6Nz92EN9rf,Default Response Set,,,,,0,5/17/2014 18:16,5/17/2014 18:19,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2cmv1nepxi5Wubj,Default Response Set,,,,,0,5/19/2014 1:36,5/19/2014 1:42,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,137,55,83,2,4,,,,
R_emLUXQ463MQDqFn,Default Response Set,,,,,0,5/12/2014 11:44,5/12/2014 11:45,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_e5QIgkGq8SyPLff,Default Response Set,,,,,0,5/19/2014 12:59,5/19/2014 13:02,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,4,5,5,4,5,5,5,5,5,5,4,4,2,4,2,1,185,31,57,2,4,,,,
R_6FOxpBz070jgX7D,Default Response Set,,,,,0,5/19/2014 13:00,5/19/2014 13:04,1,,Female,1,1,,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,84,56,86,2,4,,,,
R_0jrqqQjIa1KEBYp,Default Response Set,,,,,0,5/14/2014 10:31,5/19/2014 13:07,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,2,2,3,3,2,3,5,2,2,3,4,4,3,3,4,2,1,67,50,80,1,4,,,,
R_a5Ka9yJ9NF7XFhX,Default Response Set,,,,,0,5/19/2014 13:07,5/19/2014 13:10,1,,Female,1,1,,1,1,1,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,5,6,4,,,,,,,,,,,,,,,,,,,,1,187,67,94,1,5,,,,
R_8jDkCgj0Bhp6CJT,Default Response Set,,,,,0,5/19/2014 13:07,5/19/2014 13:17,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,3,5,7,6,6,6,7,5,5,4,6,6,7,6,6,2,1,157,38,68,1,4,,,,
R_6ESh7DrMRYtw9z7,Default Response Set,,,,,0,5/19/2014 13:16,5/19/2014 13:23,1,,Female,1,1,,1,1,1,6,6,4,4,6,6,6,2,6,5,5,6,6,6,6,6,3,3,,,,,,,,,,,,,,,,,,,,1,65,29,55,1,4,,,,
R_1Ao5mitB1JRA1Rb,Default Response Set,,,,,0,5/19/2014 13:20,5/19/2014 13:25,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,3,6,6,5,4,6,6,4,4,4,4,4,4,4,4,2,1,111,50,77,1,4,,,,
R_5ALKEUlIkii7xxb,Default Response Set,,,,,0,5/19/2014 13:24,5/19/2014 13:28,1,,Female,1,1,,1,1,1,5,5,4,5,4,6,4,5,5,5,4,4,5,3,5,4,5,5,,,,,,,,,,,,,,,,,,,,1,78,48,74,1,5,,,,
R_8jg4CQj1e5RbEC9,Default Response Set,,,,,0,5/19/2014 13:29,5/19/2014 13:30,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6YcSXd2tXT1oWvr,Default Response Set,,,,,0,5/19/2014 13:24,5/19/2014 13:30,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,1,2,4,2,1,2,2,2,5,1,5,1,2,1,2,1,1,1,1,,47,79,1,4,,,,
R_7V42dfOveAnnTxz,Default Response Set,,,,,0,5/19/2014 13:29,5/19/2014 13:35,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,2,7,6,5,5,5,6,3,3,3,6,5,6,4,4,2,1,187,38,66,1,4,,,,
R_5ooMaUCUvrZwo6N,Default Response Set,,,,,0,5/19/2014 13:32,5/19/2014 13:36,1,,Female,1,1,,1,1,1,5,7,4,6,7,7,6,6,5,4,4,4,7,7,7,6,6,4,,,,,,,,,,,,,,,,,,,,1,185,38,63,1,4,,,,
R_3Oe97qhyfIYpAXz,Default Response Set,,,,,0,5/19/2014 13:40,5/19/2014 13:44,1,,Female,1,1,,1,1,1,4,4,5,5,5,4,3,5,5,3,5,6,5,5,4,4,5,3,,,,,,,,,,,,,,,,,,,,1,42,63,93,2,4,,,,
R_a9NbrS6h2DqCjGJ,Default Response Set,,,,,0,5/19/2014 13:57,5/19/2014 13:59,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9oaDbwHmob92hjT,Default Response Set,,,,,0,5/19/2014 13:53,5/19/2014 13:59,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,1,80,46,86,1,4,,,,
R_8qrgiOKv0hLqD4x,Default Response Set,,,,,0,5/19/2014 13:57,5/19/2014 14:00,1,,Female,1,1,,2,,1,,5,6,6,5,6,6,6,5,6,5,6,6,5,5,6,6,6,,,,,,,,,,,,,,,,,,,,1,78,67,95,1,4,,,,
R_1AO9a0Xa0cXVxWZ,Default Response Set,,,,,0,5/19/2014 13:47,5/19/2014 14:02,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,4,4,4,4,3,5,5,2,2,,6,4,4,4,3,2,1,67,,51,1,4,,,,
R_9zwqlZ4ZBIilAwJ,Default Response Set,,,,,0,5/19/2014 14:02,5/19/2014 14:07,1,,Female,1,1,,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,65,54,82,1,4,,,,
R_d05YDAHEPCKWbwV,Default Response Set,,,,,0,5/19/2014 14:13,5/19/2014 14:15,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_cSWJR3zSygcxP93,Default Response Set,,,,,0,5/19/2014 14:17,5/19/2014 14:18,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_czFJTtR6LSv59WZ,Default Response Set,,,,,0,5/19/2014 14:31,5/19/2014 14:36,1,,Female,1,1,,1,1,1,3,5,3,4,5,4,4,4,5,6,2,4,5,4,5,3,5,5,,,,,,,,,,,,,,,,,,,,1,187,48,81,1,5,,,,
R_4VhTozpht09oHwV,Default Response Set,,,,,0,5/19/2014 14:36,5/19/2014 14:41,1,,Female,1,1,,2,,1,2,7,2,7,6,6,2,6,6,7,2,6,7,2,7,5,6,6,,,,,,,,,,,,,,,,,,,,1,43,51,95,2,4,,,,
R_e4zhGge9AQy1jAp,Default Response Set,,,,,0,5/19/2014 14:34,5/19/2014 14:47,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,7,5,3,7,6,6,6,2,2,2,2,7,7,7,7,6,6,1,36,58,91,1,4,,,,
R_6SsM41PnOS9aTfT,Default Response Set,,,,,0,5/19/2014 14:51,5/19/2014 15:04,1,,Female,1,1,,1,1,1,3,4,4,3,5,3,5,3,5,4,5,2,3,3,5,3,2,3,,,,,,,,,,,,,,,,,,,,1,80,53,84,1,4,,,,
R_0VRCPrXKfU7k0Qd,Default Response Set,,,,,0,5/19/2014 15:03,5/19/2014 15:06,1,,Male,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,3,2,5,4,4,6,5,4,4,4,4,2,3,2,5,5,5,2,1,179,66,95,2,4,,,,
R_2o53w99oSh6DFBj,Default Response Set,,,,,0,5/19/2014 15:06,5/19/2014 15:23,1,,Female,1,1,,1,1,1,4,6,6,4,4,6,5,5,6,2,5,4,4,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,1,163,41,67,1,4,,,,
R_5yzIK9NMkpYT0KF,Default Response Set,,,,,0,5/19/2014 15:23,5/19/2014 15:28,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,4,5,4,6,5,5,4,5,5,5,4,4,6,4,4,4,4,1,31,,,1,,,,,
R_4UcY5QBAZrSAw6x,Default Response Set,,,,,0,5/19/2014 15:53,5/19/2014 15:56,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,4,4,5,6,6,4,4,3,5,3,3,5,4,6,3,4,3,1,61,59,87,1,5,,,,
R_e2GswAUkdcIIfAx,Default Response Set,,,,,0,5/19/2014 15:52,5/19/2014 15:56,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,4,6,4,5,5,3,5,6,4,4,3,5,4,4,5,3,2,1,187,51,80,1,4,,,,
R_4SIFdZ86aAPJVDn,Default Response Set,,,,,0,5/19/2014 15:52,5/19/2014 15:56,1,,Female,1,1,,1,1,1,7,7,7,7,7,7,7,7,7,5,5,7,7,7,7,7,1,1,,,,,,,,,,,,,,,,,,,,1,187,43,76,1,4,,,,
R_3Xnkkxbs5rjK2ax,Default Response Set,,,,,0,5/19/2014 15:54,5/19/2014 16:00,1,,Female,1,1,,2,,1,4,5,3,6,6,6,5,6,5,3,6,5,5,3,4,4,6,3,,,,,,,,,,,,,,,,,,,,1,167,62,95,2,4,,,,
R_0TxeEwOnhUTcCEt,Default Response Set,,,,,0,5/19/2014 15:49,5/19/2014 16:04,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,4,5,6,7,6,6,6,5,5,5,6,7,7,1,7,7,1,80,58,92,1,4,,,,
R_bsgOEmMbK6k0UMR,Default Response Set,,,,,0,5/14/2014 10:15,5/19/2014 16:07,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,157,61,90,1,5,,,,
R_cOe0rnyau8fs3Q1,Default Response Set,,,,,0,5/19/2014 16:12,5/19/2014 16:15,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eQbSFuzzZ5f9jFP,Default Response Set,,,,,0,5/19/2014 16:12,5/19/2014 16:25,1,,Female,1,1,,2,,1,6,,3,4,3,6,6,2,4,4,6,4,6,4,6,4,5,2,,,,,,,,,,,,,,,,,,,,1,78,62,95,1,4,,,,
R_9to3csjX9SBz53L,Default Response Set,,,,,0,5/19/2014 16:17,5/19/2014 16:33,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,2,4,4,6,3,5,5,6,6,3,6,4,2,4,5,5,3,1,80,52,85,1,4,,,,
R_4IzjoTXctjEp3U1,Default Response Set,,,,,0,5/19/2014 16:47,5/19/2014 16:48,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2hNgIkHvJ3gAdUN,Default Response Set,,,,,0,5/19/2014 13:04,5/19/2014 17:15,1,,Female,1,1,,1,1,1,7,7,3,7,7,7,7,7,7,4,4,7,7,7,7,7,3,4,,,,,,,,,,,,,,,,,,,,1,84,49,78,2,4,,,,
R_3q3LuSWUzkOVzkV,Default Response Set,,,,,0,5/19/2014 18:29,5/19/2014 18:42,1,,Female,1,1,,1,2,1,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,1,,,,,,,,,,,,,,,,,,,,1,187,16,47,1,4,,,,
R_e4lieckAjww0oFD,Default Response Set,,,,,0,5/12/2014 12:56,5/12/2014 18:45,0,,Female,1,1,,2,,1,6,6,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1S6EhGwCdXyPwyh,Default Response Set,,,,,0,5/19/2014 18:55,5/19/2014 19:02,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,3,6,6,6,6,6,6,2,6,6,6,6,6,5,5,2,1,84,52,87,1,5,,,,
R_8p2Z0m3BM8JRRMp,Default Response Set,,,,,0,5/19/2014 18:30,5/19/2014 19:22,1,,Female,1,1,,1,1,1,5,6,4,5,6,5,5,2,4,5,4,4,6,6,4,4,4,2,,,,,,,,,,,,,,,,,,,,1,67,37,69,1,4,,,,
R_79t0ITW3JdW7gqx,Default Response Set,,,,,0,5/19/2014 19:46,5/19/2014 19:52,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,2,5,5,2,5,4,2,5,2,5,2,5,2,4,2,2,4,1,26,38,93,2,4,,,,
R_1EW79N8Hhlhp7zT,Default Response Set,,,,,0,5/19/2014 19:59,5/19/2014 21:07,1,,Female,1,1,,1,1,1,6,5,,,,5,5,6,,6,5,5,3,,6,3,6,,,,,,,,,,,,,,,,,,,,,1,53,47,61,1,4,,,,
R_23Nyb0kBJYCOuQl,Default Response Set,,,,,0,5/19/2014 21:55,5/19/2014 21:56,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_enBf1YLUvGkE5aR,Default Response Set,,,,,0,5/20/2014 1:05,5/20/2014 1:10,1,,Female,1,1,,1,1,1,3,5,3,4,3,2,3,3,6,3,6,3,2,2,3,2,3,3,,,,,,,,,,,,,,,,,,,,1,36,59,93,1,5,,,,
R_d4sZczgbjHKpM69,Default Response Set,,,,,0,5/20/2014 2:35,5/20/2014 2:49,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,3,5,5,6,2,5,3,1,2,2,6,5,6,5,5,3,1,24,44,78,1,4,,,,
R_787VmpTmKq0u1k9,Default Response Set,,,,,0,5/20/2014 2:47,5/20/2014 2:55,1,,Female,1,1,,1,2,1,4,6,4,6,6,6,4,6,6,4,6,6,6,6,6,6,6,3,,,,,,,,,,,,,,,,,,,,1,9,19,47,1,5,,,,
R_1MMmGjsMvLxpAah,Default Response Set,,,,,0,5/20/2014 2:58,5/20/2014 3:03,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,7,4,6,6,6,6,6,3,3,2,7,6,2,3,7,1,1,78,49,79,1,4,,,,
R_a4Ynw0uyDFm7ilf,Default Response Set,,,,,0,5/20/2014 3:46,5/20/2014 3:52,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,3,4,5,5,5,5,6,2,3,3,5,3,4,3,2,1,1,187,32,60,2,4,,,,
R_e3xlNp1S2id7L6J,Default Response Set,,,,,0,5/20/2014 2:15,5/20/2014 4:02,1,,Female,1,1,,1,1,1,6,6,3,6,4,6,6,6,2,1,4,5,6,5,6,2,6,1,,,,,,,,,,,,,,,,,,,,1,36,44,81,2,4,,,,
R_6rRjaTEnK0ZROlL,Default Response Set,,,,,0,5/20/2014 5:00,5/20/2014 5:04,1,,Female,1,1,,1,1,1,4,4,4,5,5,4,4,4,5,4,4,5,4,4,4,4,5,4,,,,,,,,,,,,,,,,,,,,1,36,50,78,2,4,,,,
R_b7owvSiPHLmxhKl,Default Response Set,,,,,0,5/14/2014 19:18,5/20/2014 6:04,1,,Female,1,1,,1,6,1,5,7,1,6,6,7,7,1,1,7,5,7,7,7,7,4,6,6,,,,,,,,,,,,,,,,,,,,1,78,62,92,2,5,,,,
R_3I7HpA6a8jEa4GF,Default Response Set,,,,,0,5/20/2014 7:33,5/20/2014 7:42,1,,Female,1,1,,1,2,1,2,2,1,2,2,2,2,2,4,2,2,2,5,2,4,2,5,2,,,,,,,,,,,,,,,,,,,,1,78,30,61,1,5,,,,
R_1B1aJJunF67bLXn,Default Response Set,,,,,0,5/13/2014 10:16,5/13/2014 10:17,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9ykfyCNHXyVQUqp,Default Response Set,,,,,0,5/14/2014 13:49,5/20/2014 10:52,1,,Female,1,1,,1,1,1,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,1,95,58,85,1,5,,,,
R_8CdKPyO49WV2LB3,Default Response Set,,,,,0,5/20/2014 14:25,5/20/2014 14:34,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,5,6,6,6,6,4,6,6,5,1,1,7,6,7,7,6,2,1,122,37,88,1,4,,,,
R_3Qv1NWhygslkafX,Default Response Set,,,,,0,5/20/2014 15:14,5/20/2014 15:18,1,,Female,1,1,,1,1,1,6,6,5,6,6,6,6,6,6,5,5,6,6,6,6,6,5,3,,,,,,,,,,,,,,,,,,,,1,31,53,81,1,5,,,,
R_7QFD2tAId7E2zZj,Default Response Set,,,,,0,5/16/2014 0:25,5/20/2014 16:28,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,4,3,5,5,6,6,5,5,5,6,5,6,3,4,5,6,2,1,187,56,90,1,5,,,,
R_4PJQHA1WmMnybOd,Default Response Set,,,,,0,5/21/2014 0:24,5/21/2014 0:35,1,,Female,1,1,,1,1,1,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,168,49,78,1,4,,,,
R_do0ZGbznIK2VdNb,Default Response Set,,,,,0,5/14/2014 10:01,5/14/2014 10:02,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6MCnejA0Ab9C9kV,Default Response Set,,,,,0,5/14/2014 10:02,5/14/2014 10:03,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_73DFjaleDycMl4F,Default Response Set,,,,,0,5/14/2014 10:02,5/14/2014 10:03,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0iczPxwwepvddS5,Default Response Set,,,,,8,5/14/2014 10:03,5/14/2014 10:05,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ddszvlb1FCu7i17,Default Response Set,,,,,0,5/14/2014 10:05,5/14/2014 10:08,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3EFmo5lqMvpDZfD,Default Response Set,,,,,0,5/14/2014 10:11,5/14/2014 10:12,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2uidDvvzB0McylT,Default Response Set,,,,,0,5/14/2014 10:10,5/14/2014 10:12,0,,Female,1,1,,1,1,1,,,,,4,4,,,,4,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cVj7fyNUptJLKap,Default Response Set,,,,,0,5/14/2014 10:15,5/14/2014 10:16,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8BRFCjwlitwS16d,Default Response Set,,,,,0,5/14/2014 10:19,5/14/2014 10:21,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2cqUUhnbU6SlcPP,Default Response Set,,,,,0,5/14/2014 10:21,5/14/2014 10:25,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_247ORrTI0XNB8ax,Default Response Set,,,,,0,5/14/2014 10:21,5/14/2014 10:25,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cFLKpFXjFM0xNUF,Default Response Set,,,,,0,5/14/2014 10:27,5/14/2014 10:29,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3h1iRmvFCalV2g5,Default Response Set,,,,,0,5/14/2014 10:30,5/14/2014 10:32,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
