"","Start_time","End_time","Finished","Screening","Condition","Intro","Consent","Reason_nc","Check_phd","Check_work_status","Check_phd_research","ob1","ob2","ob3","ra1","ra2","ra3","op1","op2","op3","iq1","iq2","iq3","in1","in2","in3","co1","co2","co3","Country","Year_born","Year_phd","Gender","Tenure","Feedback","Target"
"150","5/14/2014 18:23","5/14/2014 18:27","1",NA,"Early","1","1",NA,"1","1",NA,6,4,4,5,6,4,6,6,6,6,5,5,6,4,6,6,6,4,"187","62","93","2","5",NA,"Early-career Scientists"
"151","5/14/2014 18:25","5/14/2014 18:31","1",NA,"PhD","1","1",NA,"1","1",NA,3,2,2,5,5,5,3,3,5,5,5,5,5,5,6,3,5,2,"187","64","94","1","5",NA,"PhD Students"
"152","5/14/2014 18:58","5/14/2014 19:01","1",NA,"Early","1","1",NA,"1","1",NA,5,6,5,6,6,6,6,6,5,5,6,6,6,5,6,5,5,3,"31","43","78","1","4",NA,"Early-career Scientists"
"153","5/14/2014 18:53","5/14/2014 19:09","1",NA,"Established","1","1",NA,"1","1",NA,3,5,6,5,6,6,2,6,4,5,5,4,6,6,6,5,6,3,"80","65","94","1","5",NA,"Established Scientists"
"154","5/14/2014 19:15","5/14/2014 19:18","1",NA,"PhD","1","1",NA,"1","1",NA,4,3,3,5,4,5,5,3,3,3,2,2,4,5,5,4,5,3,"168","30","84","1","4",NA,"PhD Students"
"155","5/14/2014 19:47","5/14/2014 19:52","1",NA,"PhD","1","1",NA,"1","1",NA,3,3,3,4,3,3,3,2,5,5,2,2,5,3,4,4,5,2,"84","46","76","1","4",NA,"PhD Students"
"157","5/14/2014 20:33","5/14/2014 20:36","1",NA,"Early","1","1",NA,"1","1",NA,6,5,5,6,5,6,6,6,7,5,4,4,7,6,6,3,5,2,"187","63","91","1","5",NA,"Early-career Scientists"
"158","5/14/2014 20:27","5/14/2014 20:45","1",NA,"Established","1","1",NA,"1","1",NA,7,6,6,5,5,7,6,5,5,4,5,5,6,7,6,7,5,3,"151","36","69","1","4",NA,"Established Scientists"
"159","5/14/2014 20:47","5/14/2014 20:57","1",NA,"PhD","1","1",NA,"1","1",NA,3,3,3,3,3,3,5,5,5,2,3,2,3,3,2,3,3,3,"24","23","50","1","4",NA,"PhD Students"
"162","5/14/2014 22:00","5/14/2014 22:04","1",NA,"Early","1","1",NA,"1","1",NA,4,5,4,5,6,6,5,2,6,4,5,6,6,6,7,4,6,4,"45","61","89","1","5",NA,"Early-career Scientists"
"163","5/14/2014 22:11","5/14/2014 22:14","1",NA,"PhD","1","1",NA,"1","1",NA,6,4,3,6,6,6,3,6,6,7,7,7,6,6,7,6,6,1,"187","46","80","1","5",NA,"PhD Students"
"164","5/14/2014 22:18","5/14/2014 22:20","1",NA,"Established","1","1",NA,"1","1",NA,6,6,5,6,3,7,5,7,6,3,5,5,7,6,6,5,5,2,"31","62","91","2","5",NA,"Established Scientists"
"165","5/14/2014 22:30","5/14/2014 22:42","1",NA,"Early","1","1",NA,"1","6",NA,5,5,2,4,7,4,5,6,5,2,1,5,5,5,4,3,2,2,"128","66","93","1","5",NA,"Early-career Scientists"
"166","5/14/2014 23:25","5/14/2014 23:29","1",NA,"PhD","1","1",NA,"1","1",NA,5,6,4,6,6,6,NA,6,6,6,5,5,6,6,6,6,6,3,"111","57","86","1","4",NA,"PhD Students"
"167","5/15/2014 0:00","5/15/2014 0:04","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,5,6,4,5,4,5,5,5,5,4,5,6,5,5,5,4,"31","42","73","1","4",NA,"PhD Students"
"169","5/15/2014 0:45","5/15/2014 0:49","1",NA,"Early","1","1",NA,"1","1",NA,6,5,5,6,6,5,5,5,6,5,4,4,5,5,5,4,4,2,"31","27","59","1","4",NA,"Early-career Scientists"
"170","5/15/2014 0:56","5/15/2014 1:00","1",NA,"Established","1","1",NA,"1","1",NA,7,7,6,7,7,7,7,7,6,6,6,6,7,7,7,7,5,3,"9","34","59","1","4",NA,"Established Scientists"
"171","5/15/2014 1:23","5/15/2014 1:28","1",NA,"PhD","1","1",NA,"1","6",NA,3,3,3,2,5,3,3,4,4,2,2,2,5,3,5,5,6,3,"9","47","92","2","5",NA,"PhD Students"
"172","5/15/2014 2:32","5/15/2014 2:37","1",NA,"PhD","1","1",NA,"2",NA,"1",5,4,5,6,6,6,6,6,7,2,2,4,7,7,7,1,6,5,"24","55","97","1","4",NA,"PhD Students"
"173","5/15/2014 2:26","5/15/2014 3:00","1",NA,"Early","1","1",NA,"1","2",NA,5,4,4,4,4,4,4,4,4,4,6,3,4,4,4,5,4,4,"86","17","47","1","5",NA,"Early-career Scientists"
"174","5/15/2014 2:55","5/15/2014 3:41","1",NA,"Established","1","1",NA,"1","1",NA,6,6,4,6,6,7,6,7,7,5,2,2,7,6,1,6,6,4,"36","59","89","1","4",NA,"Established Scientists"
"175","5/15/2014 6:41","5/15/2014 6:47","1",NA,"PhD","1","1",NA,"2",NA,"1",3,3,2,2,6,5,6,3,5,2,1,1,3,2,2,6,2,1,"78","53",NA,"1","4",NA,"PhD Students"
"176","5/15/2014 7:48","5/15/2014 7:54","1",NA,"Early","1","1",NA,"1","1",NA,6,5,4,6,4,5,4,5,4,5,4,4,5,6,6,5,4,3,"9","53","83","1","4",NA,"Early-career Scientists"
"178","5/15/2014 8:37","5/15/2014 8:41","1",NA,"Early","1","1",NA,"1","1",NA,3,6,2,6,7,6,4,6,6,1,1,4,6,6,7,4,4,2,"65","53","83","1","4",NA,"Early-career Scientists"
"179","5/15/2014 8:49","5/15/2014 8:57","1",NA,"Established","1","1",NA,"1","1",NA,3,3,2,5,6,5,5,5,4,5,5,5,5,5,6,3,5,3,"122","55","88","2","5",NA,"Established Scientists"
"180","5/15/2014 9:09","5/15/2014 9:12","1",NA,"Early","1","1",NA,"1","1",NA,5,4,4,5,5,5,5,6,6,4,5,4,6,5,6,5,4,3,"17","63","90","1","5",NA,"Early-career Scientists"
"181","5/15/2014 9:07","5/15/2014 9:13","1",NA,"Established","1","1",NA,"1","1",NA,3,5,2,6,6,5,3,3,6,4,4,6,6,5,6,6,6,2,"122","58","87","1","4",NA,"Established Scientists"
"182","5/15/2014 9:06","5/15/2014 9:14","1",NA,"PhD","1","1",NA,"1","1",NA,2,3,4,5,5,6,6,6,6,2,5,3,6,6,6,6,3,2,"122","50","80","2","5",NA,"PhD Students"
"183","5/15/2014 9:10","5/15/2014 9:15","1",NA,"Established","1","1",NA,"1","1",NA,5,5,6,5,5,6,5,5,5,2,4,3,5,5,5,4,4,3,"9","31","65","1","4",NA,"Established Scientists"
"184","5/15/2014 9:13","5/15/2014 9:16","1",NA,"PhD","1","1",NA,"1","1",NA,5,6,2,6,7,5,4,5,5,5,4,4,6,3,3,3,6,4,"65","57","89","1","4",NA,"PhD Students"
"185","5/15/2014 9:32","5/15/2014 9:40","1",NA,"Early","1","1",NA,"1","1",NA,6,2,5,3,2,6,6,5,3,5,5,4,5,6,7,6,5,2,"179","58","88","1","4",NA,"Early-career Scientists"
"186","5/15/2014 9:39","5/15/2014 9:44","1",NA,"PhD","1","1",NA,"2",NA,"1",6,6,2,6,6,6,6,6,6,1,2,6,6,7,6,6,6,4,"122","68","96","2","4",NA,"PhD Students"
"187","5/15/2014 9:48","5/15/2014 9:51","1",NA,"Early","1","1",NA,"1","1",NA,5,5,5,6,6,5,3,3,NA,6,4,NA,3,6,5,5,6,4,"80","61","92","1","4",NA,"Early-career Scientists"
"189","5/15/2014 13:17","5/15/2014 13:23","1",NA,"Early","1","1",NA,"1","1",NA,5,5,2,5,5,5,4,6,6,4,5,5,6,5,2,4,6,2,"168","32","63","1","4",NA,"Early-career Scientists"
"190","5/15/2014 13:30","5/15/2014 13:36","1",NA,"Established","1","1",NA,"1","1",NA,6,6,5,6,6,6,6,6,5,6,6,6,6,6,7,6,6,5,"161","37","75","1","4",NA,"Established Scientists"
"191","5/15/2014 13:33","5/15/2014 13:43","1",NA,"PhD","1","1",NA,"1","1",NA,5,4,4,7,5,5,3,5,6,5,3,6,6,4,6,5,5,2,"169","50","81","1","4",NA,"PhD Students"
"192","5/15/2014 14:22","5/15/2014 14:30","1",NA,"Early","1","1",NA,"1","1",NA,5,6,6,5,5,6,6,5,6,2,5,2,6,6,6,5,5,6,"65","45","75","1","4",NA,"Early-career Scientists"
"193","5/15/2014 16:38","5/15/2014 16:43","1",NA,"Early","1","1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","58","89","1","4",NA,"Early-career Scientists"
"195","5/15/2014 17:27","5/15/2014 17:36","1",NA,"Established","1","1",NA,"1","1",NA,5,3,2,2,6,5,5,5,5,2,5,5,5,3,4,2,1,1,"65","44","90","2","4",NA,"Established Scientists"
"196","5/15/2014 18:04","5/15/2014 18:09","1",NA,"Early","1","1",NA,"1","1",NA,5,3,2,5,6,6,2,6,6,2,3,5,4,3,3,2,6,1,"24","66","93","1","4",NA,"Early-career Scientists"
"197","5/15/2014 18:10","5/15/2014 18:14","1",NA,"Early","1","1",NA,"2",NA,"1",1,2,2,4,2,4,4,3,2,4,3,2,4,2,4,2,2,2,"187","69","96","1","5",NA,"Early-career Scientists"
"198","5/15/2014 19:41","5/15/2014 19:45","1",NA,"Established","1","1",NA,"2",NA,"1",5,3,4,4,6,5,5,5,5,3,2,2,5,5,4,4,3,2,"61","67","95","2","5",NA,"Established Scientists"
"200","5/15/2014 20:20","5/15/2014 20:27","1",NA,"Established","1","1",NA,"2",NA,"1",5,7,3,5,4,4,6,5,5,3,7,5,7,6,5,6,5,2,"31","66","95","2","5",NA,"Established Scientists"
"201","5/15/2014 20:54","5/15/2014 21:00","1",NA,"PhD","1","1",NA,"1","1",NA,4,6,3,5,3,6,2,6,6,2,3,3,6,6,6,6,6,2,"187","44","76","2","5",NA,"PhD Students"
"202","5/15/2014 23:00","5/15/2014 23:05","1",NA,"Early","1","1",NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Early-career Scientists"
"203","5/16/2014 8:42","5/16/2014 8:48","1",NA,"Established","1","1",NA,"1","1",NA,2,2,5,4,6,4,5,5,3,6,4,5,5,2,3,2,5,1,"169","55","86","1","4",NA,"Established Scientists"
"204","5/16/2014 21:48","5/16/2014 21:52","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,5,5,5,6,5,6,6,5,6,5,6,6,6,5,6,2,"138","39","68","2","4",NA,"PhD Students"
"205","5/17/2014 5:25","5/17/2014 5:41","1",NA,"Early","1","1",NA,"1","1",NA,5,2,2,6,5,5,5,3,5,4,6,5,4,2,4,4,3,2,"80","47","94","2","4",NA,"Early-career Scientists"
"206","5/17/2014 15:13","5/17/2014 15:18","1",NA,"PhD","1","1",NA,"1","1",NA,5,4,2,5,5,4,4,5,4,5,3,5,5,3,3,3,5,2,"86","40","79","1","4",NA,"PhD Students"
"207","5/14/2014 14:23","5/17/2014 19:14","1",NA,"Established","1","1",NA,"1","1",NA,4,4,4,6,4,4,1,4,6,1,1,1,6,7,6,2,6,4,"138","51","81","2","4",NA,"Established Scientists"
"208","5/18/2014 9:23","5/18/2014 9:29","1",NA,"Early","1","1",NA,"1","1",NA,4,5,3,5,4,5,4,5,5,2,4,4,6,4,3,4,6,3,"187","48","79","1","5",NA,"Early-career Scientists"
"210","5/19/2014 2:32","5/19/2014 2:36","1",NA,"Established","1","1",NA,"2",NA,"1",5,6,4,5,5,5,5,5,5,5,4,4,6,5,6,5,6,4,"136","59","96","2","4",NA,"Established Scientists"
"211","5/19/2014 4:16","5/19/2014 4:25","1",NA,"Established","1","1",NA,"1","1",NA,3,3,3,5,3,5,5,3,3,2,4,3,5,3,4,3,3,3,"187","59","88","2","5",NA,"Established Scientists"
"213","5/19/2014 12:56","5/19/2014 12:59","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,2,4,5,5,4,6,6,2,4,4,6,4,6,4,6,2,"137","55","87","1","5",NA,"PhD Students"
"214","5/19/2014 12:57","5/19/2014 13:01","1",NA,"Established","1","1",NA,"1","1",NA,5,4,5,5,7,5,5,6,2,3,5,4,6,6,6,5,5,3,"163",NA,NA,"2",NA,NA,"Established Scientists"
"215","5/19/2014 12:56","5/19/2014 13:02","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,5,5,6,5,6,6,7,5,5,5,6,6,7,5,6,4,"137","63","92","1","4",NA,"PhD Students"
"216","5/19/2014 12:56","5/19/2014 13:02","1",NA,"Early","1","1",NA,"1","1",NA,4,4,3,5,6,6,5,5,6,4,5,4,6,6,5,5,5,3,"128","48","93","2","4",NA,"Early-career Scientists"
"217","5/19/2014 13:02","5/19/2014 13:05","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,4,6,6,6,6,6,6,2,7,5,7,6,7,5,5,4,"84","31","69","1","4",NA,"PhD Students"
"218","5/19/2014 13:02","5/19/2014 13:11","1",NA,"Early","1","1",NA,"1","1",NA,6,5,4,6,6,6,5,6,3,4,4,4,6,4,6,5,6,2,"76","58","89","1","5",NA,"Early-career Scientists"
"219","5/19/2014 13:09","5/19/2014 13:12","1",NA,"Early","1","1",NA,"1","1",NA,6,5,3,5,6,5,4,4,6,2,4,4,5,6,5,4,5,4,"137","57","85","1","5",NA,"Early-career Scientists"
"220","5/19/2014 13:06","5/19/2014 13:14","1",NA,"Established","1","1",NA,"1","1",NA,5,6,4,6,5,2,6,7,6,2,3,3,7,7,6,6,6,2,"61","61","87","1","5",NA,"Established Scientists"
"221","5/19/2014 13:10","5/19/2014 13:16","1",NA,"PhD","1","1",NA,"1","1",NA,5,4,5,4,3,5,5,5,6,4,6,5,5,5,6,6,3,5,"84","46","73","1","4",NA,"PhD Students"
"222","5/19/2014 13:13","5/19/2014 13:17","1",NA,"Early","1","1",NA,"1","1",NA,4,5,5,5,4,6,5,5,5,3,5,5,5,6,4,4,3,4,"45","57","83","1","4",NA,"Early-career Scientists"
"223","5/19/2014 13:13","5/19/2014 13:17","1",NA,"Established","1","1",NA,"1","1",NA,4,4,3,5,5,5,4,4,6,3,3,4,5,4,5,3,4,3,"17","63","92","1","5",NA,"Established Scientists"
"224","5/19/2014 13:14","5/19/2014 13:18","1",NA,"PhD","1","1",NA,"1","1",NA,5,3,3,4,3,3,2,5,5,4,5,5,6,5,6,4,3,2,"187","39","71","1","4",NA,"PhD Students"
"225","5/19/2014 13:14","5/19/2014 13:19","1",NA,"Early","1","1",NA,"1","1",NA,5,4,2,6,6,5,5,5,5,4,3,4,4,3,5,2,2,1,"169","41","76","1","4",NA,"Early-career Scientists"
"226","5/14/2014 17:40","5/19/2014 13:24","1",NA,"Early","1","1",NA,"1","1",NA,3,3,2,6,5,2,4,5,5,2,2,4,5,3,6,4,5,2,"31","52","81","1","4",NA,"Early-career Scientists"
"227","5/19/2014 13:09","5/19/2014 13:28","1",NA,"Established","1","1",NA,"1","1",NA,6,6,6,6,6,6,6,6,7,6,6,6,7,7,6,6,7,2,"80","46","80","1","4",NA,"Established Scientists"
"228","5/19/2014 13:28","5/19/2014 13:33","1",NA,"Established","1","1",NA,"1","1",NA,2,2,2,5,4,6,5,3,2,1,1,2,5,2,2,2,2,1,"65","60","91","2","5",NA,"Established Scientists"
"229","5/19/2014 13:31","5/19/2014 13:38","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,3,5,3,5,5,3,2,3,5,3,5,2,5,3,3,5,"104","38","80","1","4",NA,"PhD Students"
"230","5/19/2014 13:32","5/19/2014 13:40","1",NA,"Established","1","1",NA,"1","1",NA,6,6,6,6,4,6,6,6,6,4,3,2,6,6,6,6,6,6,"101","59","89","1","5",NA,"Established Scientists"
"231","5/19/2014 13:36","5/19/2014 13:42","1",NA,"Established","1","1",NA,"1","1",NA,7,7,2,7,7,7,7,1,7,6,7,6,7,7,7,7,6,1,"168","30","60","1","4",NA,"Established Scientists"
"232","5/19/2014 13:38","5/19/2014 13:44","1",NA,"Early","1","1",NA,"1","1",NA,6,7,6,7,1,7,1,6,7,6,5,5,6,1,1,5,7,2,"36","60","88","1","4",NA,"Early-career Scientists"
"233","5/19/2014 13:28","5/19/2014 13:55","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,3,6,5,5,6,5,6,6,6,6,5,4,5,3,5,2,"36","41","76","1","4",NA,"PhD Students"
"234","5/19/2014 13:01","5/19/2014 13:59","1",NA,"Established","1","1",NA,"1","1",NA,7,7,2,6,6,6,7,7,6,2,2,5,7,7,7,2,6,6,"84","43","71","2","4",NA,"Established Scientists"
"235","5/19/2014 13:51","5/19/2014 13:59","1",NA,"PhD","1","1",NA,"1","1",NA,6,7,6,7,7,7,6,6,5,6,6,6,7,5,7,5,6,2,"60","40","68","1","5",NA,"PhD Students"
"236","5/19/2014 13:54","5/19/2014 13:59","1",NA,"Established","1","1",NA,"1","1",NA,5,5,4,6,6,5,5,6,5,4,6,4,6,5,6,5,5,4,"168","46","87","1","4",NA,"Established Scientists"
"237","5/19/2014 13:59","5/19/2014 14:01","1",NA,"PhD","1","1",NA,"1","1",NA,4,3,3,4,4,4,4,5,6,5,5,4,5,3,3,6,6,3,"65","52","52","1","4",NA,"PhD Students"
"238","5/19/2014 14:10","5/19/2014 14:18","1",NA,"Established","1","1",NA,"1","1",NA,6,6,6,6,6,5,6,6,6,5,5,5,6,6,2,6,5,2,"36","59","92","1","4",NA,"Established Scientists"
"239","5/19/2014 14:13","5/19/2014 14:18","1",NA,"Established","1","1",NA,"1","1",NA,4,5,4,5,5,4,5,4,5,5,5,4,6,6,5,5,5,5,"153","49","89","2","4",NA,"Established Scientists"
"240","5/19/2014 14:23","5/19/2014 14:30","1",NA,"PhD","1","1",NA,"1","1",NA,5,2,3,6,3,5,5,3,2,2,6,5,3,3,3,2,1,1,"14","39","85","2","5",NA,"PhD Students"
"241","5/19/2014 14:32","5/19/2014 14:39","1",NA,"Established","1","1",NA,"2",NA,"1",6,6,5,6,5,6,5,4,6,3,4,5,5,5,7,4,5,6,"80","68","95","1","4",NA,"Established Scientists"
"242","5/19/2014 14:30","5/19/2014 14:42","1",NA,"Early","1","1",NA,"1","1",NA,6,6,4,5,6,5,5,6,7,4,2,4,6,7,7,6,5,2,"168","49","95","2","5",NA,"Early-career Scientists"
"243","5/14/2014 10:10","5/19/2014 14:43","1",NA,"PhD","1","1",NA,"1","1",NA,6,5,3,6,6,6,6,6,6,4,4,4,6,6,6,4,3,5,"61","56","84","2","4",NA,"PhD Students"
"244","5/19/2014 14:27","5/19/2014 14:47","1",NA,"Early","1","1",NA,"1","1",NA,4,4,3,7,2,3,4,7,3,2,2,3,6,3,4,5,5,1,"36","65","92","1","4",NA,"Early-career Scientists"
"245","5/19/2014 14:56","5/19/2014 15:01","1",NA,"PhD","1","1",NA,"1","1",NA,5,3,3,6,5,6,5,6,3,5,3,5,6,3,6,3,6,6,"128","46","72","1","4",NA,"PhD Students"
"246","5/19/2014 14:59","5/19/2014 15:03","1",NA,"Established","1","1",NA,"1","1",NA,6,7,7,5,7,7,6,6,6,3,3,4,7,7,7,6,6,3,"31","36","59","2","4",NA,"Established Scientists"
"247","5/19/2014 14:59","5/19/2014 15:06","1",NA,"Early","1","1",NA,"1","1",NA,7,6,2,7,6,7,4,7,7,6,2,6,6,7,7,6,5,1,"36","47","75","1","4",NA,"Early-career Scientists"
"248","5/19/2014 15:05","5/19/2014 15:09","1",NA,"PhD","1","1",NA,"2",NA,"1",4,5,3,5,5,5,4,4,3,3,6,4,6,6,7,6,4,5,"161","47","95","1","4",NA,"PhD Students"
"249","5/19/2014 15:06","5/19/2014 15:18","1",NA,"Early","1","1",NA,"1","1",NA,5,5,5,2,5,2,6,6,6,2,2,1,5,5,2,4,7,2,"36","52","84","1","4",NA,"Early-career Scientists"
"250","5/19/2014 15:14","5/19/2014 15:23","1",NA,"Established","1","1",NA,"1","1",NA,6,4,6,6,5,6,6,5,4,4,6,5,5,6,6,5,7,3,"36","45","81","1","4",NA,"Established Scientists"
"252","5/19/2014 15:54","5/19/2014 16:01","1",NA,"PhD","1","1",NA,"1","1",NA,6,5,6,6,6,6,4,6,6,6,3,6,5,6,4,3,4,6,"78","54","92","1","4",NA,"PhD Students"
"253","5/19/2014 15:59","5/19/2014 16:04","1",NA,"Early","1","1",NA,"1","1",NA,5,4,2,7,7,4,5,6,6,3,5,5,5,5,6,5,6,1,"65","54","84","1","4",NA,"Early-career Scientists"
"255","5/19/2014 16:11","5/19/2014 16:16","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,2,6,6,6,2,6,6,2,2,4,6,6,5,5,6,2,"187","48","78","2","4",NA,"PhD Students"
"256","5/19/2014 16:09","5/19/2014 16:16","1",NA,"Established","1","1",NA,"1","1",NA,7,6,6,7,6,2,5,6,6,6,6,3,7,7,7,5,6,7,"173","60","90","1","4",NA,"Established Scientists"
"257","5/19/2014 16:18","5/19/2014 16:22","1",NA,"PhD","1","1",NA,"1","1",NA,3,3,3,3,5,5,3,5,4,6,5,3,4,3,3,3,2,4,"187","46","77","1","4",NA,"PhD Students"
"258","5/19/2014 16:23","5/19/2014 16:33","1",NA,"Established","1","1",NA,"1","1",NA,7,6,6,6,7,6,6,6,6,7,7,7,7,7,7,6,7,6,"178","31","67","1","4",NA,"Established Scientists"
"259","5/19/2014 16:28","5/19/2014 16:35","1",NA,"Established","1","1",NA,"1","1",NA,3,3,3,6,3,4,4,6,5,4,2,4,6,3,5,2,3,3,"168","43","73","2","4",NA,"Established Scientists"
"260","5/15/2014 13:27","5/19/2014 16:40","1",NA,"PhD","1","1",NA,"1","1",NA,3,5,4,3,5,5,5,5,5,3,4,5,5,3,5,5,3,4,"61",NA,NA,"2","5",NA,"PhD Students"
"261","5/19/2014 16:43","5/19/2014 16:47","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,5,5,5,6,2,5,6,6,2,2,6,6,5,6,4,2,"84","38","70","1","5",NA,"PhD Students"
"262","5/19/2014 16:23","5/19/2014 16:50","1",NA,"Early","1","1",NA,"1","1",NA,5,3,5,5,5,3,5,5,5,4,4,4,5,5,5,4,5,5,"78","53","81","1","4",NA,"Early-career Scientists"
"264","5/19/2014 19:09","5/19/2014 19:33","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,3,6,5,7,6,6,2,4,7,6,6,6,7,3,7,6,"80","46","88","1","4",NA,"PhD Students"
"265","5/19/2014 19:36","5/19/2014 19:39","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,2,5,5,5,4,5,6,5,5,4,6,6,5,6,2,3,"187","57","88","1","4",NA,"PhD Students"
"266","5/19/2014 19:10","5/19/2014 19:58","1",NA,"Established","1","1",NA,"1","1",NA,5,5,5,5,5,5,5,6,6,5,4,4,6,6,6,4,5,4,"187","47","80","2","5",NA,"Established Scientists"
"267","5/19/2014 20:37","5/19/2014 20:57","1",NA,"Early","1","1",NA,"1","1",NA,4,5,4,6,6,6,5,5,5,6,5,5,6,5,7,5,5,3,"24","41","74","1","4",NA,"Early-career Scientists"
"268","5/19/2014 21:58","5/19/2014 22:01","1",NA,"PhD","1","1",NA,"1","1",NA,5,5,3,4,4,5,6,5,6,2,3,6,6,6,5,5,3,2,"60","47","78","1","4",NA,"PhD Students"
"269","5/19/2014 22:13","5/19/2014 22:26","1",NA,"PhD","1","1",NA,"1","1",NA,3,4,3,4,3,4,3,2,5,5,5,3,4,4,3,2,2,2,"24","28","54","1","4",NA,"PhD Students"
"272","5/20/2014 1:35","5/20/2014 1:40","1",NA,"Established","1","1",NA,"1","1",NA,5,6,4,7,7,7,7,7,7,4,3,5,7,7,7,7,7,6,"9","53","80","2","5",NA,"Established Scientists"
"273","5/20/2014 2:24","5/20/2014 2:28","1",NA,"Early","1","1",NA,"1","1",NA,6,6,6,5,5,6,6,5,6,5,5,6,6,6,6,5,6,5,"36","60","92","2","4",NA,"Early-career Scientists"
"275","5/20/2014 4:13","5/20/2014 4:29","1",NA,"Established","1","1",NA,"1","1",NA,6,6,5,6,6,6,6,5,4,5,5,5,6,NA,7,6,7,5,"37","52","82","1","4",NA,"Established Scientists"
"276","5/20/2014 4:36","5/20/2014 4:42","1",NA,"PhD","1","1",NA,"1","1",NA,3,5,5,6,7,5,5,4,6,3,5,5,6,4,7,5,3,3,"35","53","85","1","4",NA,"PhD Students"
"277","5/20/2014 4:29","5/20/2014 4:46","1",NA,"PhD","1","1",NA,"1","1",NA,5,3,6,3,3,5,5,3,5,2,6,3,6,4,5,5,2,2,"104","59","93","1","4",NA,"PhD Students"
"278","5/20/2014 5:03","5/20/2014 5:10","1",NA,"Early","1","1",NA,"1","1",NA,4,3,2,2,3,5,3,6,5,5,2,1,2,5,6,2,3,2,"143","53","85","1","4",NA,"Early-career Scientists"
"279","5/20/2014 5:31","5/20/2014 5:42","1",NA,"Established","1","1",NA,"1","1",NA,6,6,4,6,6,6,6,5,5,6,4,4,6,6,7,5,5,5,"184","43","92","1","4",NA,"Established Scientists"
"280","5/20/2014 7:14","5/20/2014 7:25","1",NA,"Early","1","1",NA,"1","1",NA,5,5,7,6,6,6,6,3,6,6,6,7,6,6,6,6,6,3,"36","49","85","1","4",NA,"Early-career Scientists"
"281","5/20/2014 7:36","5/20/2014 7:42","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,6,6,5,6,7,6,6,6,5,6,7,7,7,6,7,6,"78","59","88","1","4",NA,"PhD Students"
"282","5/20/2014 9:42","5/20/2014 9:47","1",NA,"Early","1","1",NA,"1","1",NA,3,5,3,5,5,5,5,5,5,4,2,2,6,5,5,5,6,3,"61","58","89","1","5",NA,"Early-career Scientists"
"283","5/20/2014 10:14","5/20/2014 10:18","1",NA,"Established","1","1",NA,"1","1",NA,3,5,2,3,5,4,5,6,5,3,2,4,4,2,6,3,3,2,"61","31","54","1","4",NA,"Established Scientists"
"284","5/20/2014 12:44","5/20/2014 13:00","1",NA,"PhD","1","1",NA,"1","2",NA,4,4,2,6,3,6,4,4,4,5,7,5,6,4,2,3,6,6,"86","23","55","1","4",NA,"PhD Students"
"285","5/15/2014 17:22","5/20/2014 16:14","1",NA,"PhD","1","1",NA,"1","1",NA,5,6,2,5,5,6,6,6,6,4,7,5,6,6,6,6,5,2,"65","36","66","2","4",NA,"PhD Students"
"286","5/20/2014 16:27","5/20/2014 16:31","1",NA,"Established","1","1",NA,"1","1",NA,6,6,4,5,6,7,6,5,5,3,4,4,6,6,6,5,5,3,"138","55","84","2","4",NA,"Established Scientists"
"288","5/20/2014 19:30","5/20/2014 19:37","1",NA,"Early","1","1",NA,"1","1",NA,5,4,2,4,3,2,6,3,4,3,2,4,6,4,4,3,3,2,"163","54","84","1","4",NA,"Early-career Scientists"
"291","5/14/2014 10:01","5/21/2014 2:46","1",NA,"PhD","1","1",NA,"1","1",NA,6,5,2,5,4,6,7,3,6,3,6,4,6,7,7,4,6,2,"36","63","89","1","5",NA,"PhD Students"
"327","5/22/2014 3:04","5/22/2014 3:18","1",NA,"PhD","1","1",NA,"1","1",NA,6,6,6,6,6,6,6,6,2,5,5,5,7,7,7,3,6,6,"36","51","89","2","4",NA,"PhD Students"
"331","5/22/2014 7:39","5/22/2014 7:43","1",NA,"Early","1","1",NA,"1","1",NA,3,4,6,5,4,6,3,3,3,2,5,5,5,5,4,4,2,3,"84","43","78","1","4",NA,"Early-career Scientists"
"337","5/22/2014 21:58","5/22/2014 22:04","1",NA,"Established","1","1",NA,"1","1",NA,2,2,5,5,4,5,6,3,5,5,5,2,5,3,3,2,3,2,"65","47","80","1","5",NA,"Established Scientists"
