V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Screening,Condition,Intro,Consent,Reason_NC,CheckGroup,Check_Sc,Check_PhdS,Intro_ECS,Q1_ECS_Ob,Q2_ECS_Ob,Q3_ECS_Ob,Q4_ECS_Ra,Q5_ECS_Ra,Q6_ECS_Ra,Q7_ECS_Op,Q8_ECS_Op,Q9_ECS_Op,Q10_ECS_IQ,Q11_ECS_IQ,Q12_ECS_IQ,Q13_ECS_In,Q14_ECS_In,Q15_ECS_In,Q16_ECS_Co,Q17_ECS_Co,Q18_ECS_Co,Intro_ES,Q1_ES_Ob,Q2_ES_Ob,Q3_ES_Ob,Q4_ES_Ra,Q5_ES_Ra,Q6_ES_Ra,Q7_ES_Op,Q8_ES_Op,Q9_ES_Op,Q10_ES_IQ,Q11_ES_IQ,Q12_ES_IQ,Q13_ES_In,Q14_ES_In,Q15_ES_In,Q16_ES_Co,Q17_ES_Co,Q18_ES_Co,Intro_PhDs,Q1_PhD_Ob,Q2_PhD_Ob,Q3_PhD_Ob,Q4_PhD_Ra,Q5_PhD_Ra,Q6_PhD_Ra,Q7_PhD_Op,Q8_PhD_Op,Q9_PhD_Op,Q10_PhD_IQ,Q11_PhD_IQ,Q12_PhD_IQ,Q13_PhD_In,Q14_PhD_In,Q15_PhD_In,Q16_PhD_Co,Q17_PhD_Co,Q18_PhD_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_ac_age,Dem_gender,Dem_tenure,Feedback,DO-BR-FL_8,DO-BL-Early-careerscientists,DO-BL-Establishedscientists,DO-BL-PhD_students,LocationLatitude,LocationLongitude,LocationAccuracy
R_ekQr9eKpAF3VhSl,Default Response Set,,,,,0,5/14/2014 11:36,5/14/2014 11:42,1,,Early,1,1,,1,1,,1,4,3,3,4,6,4,3,5,5,3,3,3,5,4,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,172,57,88,1,5,,,,,,,,
R_eKZLNOzG6uke5mZ,Default Response Set,,,,,0,5/14/2014 11:24,5/14/2014 11:47,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,6,2,6,6,5,4,6,4,2,4,2,5,7,2,5,5,6,,,,,,,,,,,,,,,,,,,,1,178,58,90,1,4,,,,,,,,
R_efgHOpKPq0rBUUZ,Default Response Set,,,,,0,5/14/2014 11:48,5/14/2014 11:53,1,,Early,1,1,,1,1,,1,3,5,3,4,6,5,3,3,4,2,4,3,4,2,4,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,122,52,81,1,4,,,,,,,,
R_1YqeDIiExu8Uxa5,Default Response Set,,,,,0,5/14/2014 11:57,5/14/2014 11:59,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3PINz5hixfzHjMh,Default Response Set,,,,,0,5/14/2014 12:03,5/14/2014 12:08,1,,Established,1,1,,1,6,,,,,,,,,,,,,,,,,,,,,1,7,5,4,4,7,7,6,3,5,4,4,5,7,5,7,7,6,6,,,,,,,,,,,,,,,,,,,,1,84,62,92,1,5,,,,,,,,
R_4ZuPHtfq85vwbvT,Default Response Set,,,,,0,5/14/2014 10:19,5/14/2014 12:08,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,3,7,7,7,7,7,7,5,3,3,7,7,7,7,6,2,1,36,39,72,1,4,,,,,,,,
R_0quWhe4VODBUSzP,Default Response Set,,,,,0,5/14/2014 12:06,5/14/2014 12:09,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,7,7,6,3,6,6,2,4,3,5,5,5,3,2,2,,,,,,,,,,,,,,,,,,,,1,169,62,91,1,5,,,,,,,,
R_57ovhTv4h7v2bw9,Default Response Set,,,,,0,5/14/2014 12:07,5/14/2014 12:13,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,2,5,6,6,5,6,6,6,5,4,6,6,6,3,6,6,1,122,37,88,2,4,,,,,,,,
R_9KOis9XEvehwC6p,Default Response Set,,,,,0,5/14/2014 12:11,5/14/2014 12:14,1,,Early,1,1,,1,1,,1,7,7,7,7,7,7,7,7,7,5,3,3,7,7,7,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,185,59,87,1,4,,,,,,,,
R_6tKN9Z3n3EmUYmh,Default Response Set,,,,,0,5/14/2014 12:06,5/14/2014 12:15,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-99,2,4,5,5,5,3,3,3,3,2,2,5,3,6,3,5,6,1,187,46,82,1,4,,,,,,,,
R_6g7GgrPukzP7B4h,Default Response Set,,,,,0,5/14/2014 12:15,5/14/2014 12:17,1,,Early,1,1,,1,1,,1,6,6,6,6,6,6,6,6,6,2,4,6,7,6,7,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,58,86,1,4,,,,,,,,
R_0Py2Nt8hWiSZHKJ,Default Response Set,,,,,0,5/14/2014 12:15,5/14/2014 12:20,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,4,5,7,6,5,6,6,2,6,4,6,6,6,6,6,3,1,36,38,-99,1,4,,,,,,,,
R_0Au3cdfinQEyHsh,Default Response Set,,,,,0,5/14/2014 12:18,5/14/2014 12:23,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,6,6,6,6,6,5,4,5,5,5,5,6,6,6,5,5,5,,,,,,,,,,,,,,,,,,,,1,187,45,78,1,4,,,,,,,,
R_37MR1EJ1HjclC2F,Default Response Set,,,,,0,5/14/2014 12:28,5/14/2014 12:29,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cwG5LSOtWpb4TVr,Default Response Set,,,,,0,5/14/2014 12:24,5/14/2014 12:31,1,,Early,1,1,,1,1,,1,5,6,3,6,5,6,6,5,5,4,4,4,6,6,6,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,169,49,78,1,4,,,,,,,,
R_exkF3yPkUtFnya9,Default Response Set,,,,,0,5/14/2014 12:30,5/14/2014 12:31,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0dotX4T2iG4AHSl,Default Response Set,,,,,0,5/14/2014 12:31,5/14/2014 12:32,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6kQMKe4iIzIXdyZ,Default Response Set,,,,,0,5/14/2014 12:26,5/14/2014 12:39,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,3,5,4,2,4,4,4,-99,-99,2,-99,2,2,2,6,4,2,,,,,,,,,,,,,,,,,,,,1,84,49,81,1,4,,,,,,,,
R_2gd40eNwfv8dvUN,Default Response Set,,,,,0,5/14/2014 12:37,5/14/2014 12:39,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_b7uFgZvJBs4WwVT,Default Response Set,,,,,0,5/14/2014 12:33,5/14/2014 12:45,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,3,6,4,7,6,5,6,6,1,3,7,7,6,7,7,2,1,136,39,78,2,4,,,,,,,,
R_2rATs9KfClQ6GgZ,Default Response Set,,,,,0,5/14/2014 12:40,5/14/2014 12:46,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,7,2,7,7,7,7,6,7,5,3,4,7,6,6,6,7,3,,,,,,,,,,,,,,,,,,,,1,84,49,78,2,4,,,,,,,,
R_3dxCqQh3c1zcOhv,Default Response Set,,,,,0,5/14/2014 12:50,5/14/2014 12:55,1,,Early,1,1,,1,1,,1,5,6,3,6,7,6,6,7,7,5,6,6,7,7,7,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,185,61,90,1,5,,,,,,,,
R_5jptLwnukUf3Gjr,Default Response Set,,,,,0,5/14/2014 12:52,5/14/2014 12:56,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,4,5,5,5,6,6,3,3,5,5,6,5,5,3,3,4,3,4,,,,,,,,,,,,,,,,,,,,1,137,54,86,1,5,,,,,,,,
R_6fEOJSGzmgUJFad,Default Response Set,,,,,0,5/14/2014 12:51,5/14/2014 12:57,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,3,4,4,4,4,7,6,4,3,4,5,4,4,4,4,4,1,187,56,84,2,5,,,,,,,,
R_5irV9s6lNcYY1xj,Default Response Set,,,,,0,5/14/2014 12:52,5/14/2014 13:01,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,6,2,4,7,6,6,6,4,6,6,4,4,6,6,6,2,2,,,,,,,,,,,,,,,,,,,,1,16,32,65,1,4,,,,,,,,
R_e51dso81Be98G57,Default Response Set,,,,,0,5/14/2014 12:53,5/14/2014 13:01,1,,Early,1,1,,1,1,,1,4,4,5,6,4,6,4,7,4,6,7,6,6,7,6,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,158,61,91,1,4,,,,,,,,
R_cTRmO2ZopUPgcgR,Default Response Set,,,,,0,5/14/2014 13:08,5/14/2014 13:15,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,3,5,3,5,3,5,5,2,5,4,5,4,4,4,2,3,1,187,64,94,1,5,,,,,,,,
R_6hE5HJjk4ScWRBX,Default Response Set,,,,,0,5/14/2014 13:15,5/14/2014 13:21,1,,Early,1,1,,1,1,,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,50,78,1,5,,,,,,,,
R_e9wHBAzEPUJozZj,Default Response Set,,,,,0,5/14/2014 13:19,5/14/2014 13:24,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,3,6,6,6,4,6,6,2,4,4,6,5,6,5,4,2,,,,,,,,,,,,,,,,,,,,1,84,53,83,1,4,,,,,,,,
R_cUvbqqmbXYDpSgl,Default Response Set,,,,,0,5/14/2014 13:19,5/14/2014 13:31,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,6,5,6,6,6,4,4,4,4,5,6,7,4,4,4,5,1,80,60,92,1,4,,,,,,,,
R_eg1yubfjCD6GcV7,Default Response Set,,,,,0,5/14/2014 13:32,5/14/2014 13:35,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,6,5,7,5,5,5,2,2,4,6,5,5,6,5,4,1,187,49,76,1,4,,,,,,,,
R_2gwhP7G0W2C1LEN,Default Response Set,,,,,0,5/14/2014 13:28,5/14/2014 13:36,1,,Early,1,1,,1,1,,1,2,5,5,6,5,6,3,5,6,2,2,5,5,5,6,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,122,41,74,1,4,,,,,,,,
R_4JhXqXDBPki81r7,Default Response Set,,,,,0,5/14/2014 13:34,5/14/2014 13:37,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bk1monvBFIVEoCh,Default Response Set,,,,,0,5/14/2014 13:35,5/14/2014 13:40,1,,Early,1,1,,1,1,,1,6,6,2,5,5,5,4,6,6,4,1,4,7,6,7,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,185,51,77,1,4,,,,,,,,
R_4MDOCG7ulHLWzI1,Default Response Set,,,,,0,5/14/2014 13:38,5/14/2014 13:46,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,6,4,6,6,6,4,4,5,6,6,4,6,7,7,6,5,5,,,,,,,,,,,,,,,,,,,,1,143,19,47,1,4,,,,,,,,
R_6SeLczKaYJ1sTEp,Default Response Set,,,,,0,5/14/2014 13:49,5/14/2014 13:53,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,3,2,4,4,5,4,5,5,2,5,5,6,7,7,3,3,2,,,,,,,,,,,,,,,,,,,,1,122,47,76,1,4,,,,,,,,
R_2rxL25UGD66FrUx,Default Response Set,,,,,0,5/14/2014 13:52,5/14/2014 13:55,1,,Early,1,1,,1,1,,1,3,2,7,5,4,6,3,1,1,1,1,3,6,4,6,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,55,82,1,4,,,,,,,,
R_0MqMKQ276D8sTaJ,Default Response Set,,,,,0,5/14/2014 13:48,5/14/2014 13:55,1,,Early,1,1,,1,1,,1,5,3,2,6,7,6,6,5,5,4,4,4,5,5,3,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84,45,74,1,4,,,,,,,,
R_4UVAZOnQZdppK8B,Default Response Set,,,,,0,5/14/2014 13:56,5/14/2014 14:02,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,5,6,6,6,7,6,7,6,4,5,6,7,6,7,7,2,2,,,,,,,,,,,,,,,,,,,,1,161,48,78,2,4,,,,,,,,
R_eJPUpOKrghKuoPH,Default Response Set,,,,,0,5/14/2014 13:57,5/14/2014 14:03,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,3,5,6,5,5,6,5,2,4,4,6,6,6,6,5,5,1,187,46,83,1,4,,,,,,,,
R_78NWVvfi6pLsT3L,Default Response Set,,,,,0,5/14/2014 14:00,5/14/2014 14:03,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,7,7,5,5,5,7,3,7,7,3,2,4,7,7,7,7,7,3,,,,,,,,,,,,,,,,,,,,1,60,47,83,2,5,,,,,,,,
R_4PFfnn7SZ3pbovX,Default Response Set,,,,,0,5/14/2014 14:07,5/14/2014 14:08,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9sjYHnkLLUulUZn,Default Response Set,,,,,0,5/14/2014 14:04,5/14/2014 14:08,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,2,5,6,6,4,6,6,6,5,5,6,6,-99,4,6,6,1,83,44,72,1,4,,,,,,,,
R_0OjLsbN61fLOgSx,Default Response Set,,,,,0,5/14/2014 14:06,5/14/2014 14:08,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,5,5,5,5,6,6,5,5,5,6,6,6,7,4,3,1,187,24,50,1,4,,,,,,,,
R_2lseIq1mvN0V2yp,Default Response Set,,,,,0,5/14/2014 14:18,5/14/2014 14:22,1,,Early,1,1,,1,1,,1,5,2,5,5,5,5,5,6,6,2,2,4,5,6,2,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,57,90,1,5,,,,,,,,
R_5pBp4TpLf4TGHI1,Default Response Set,,,,,0,5/14/2014 14:20,5/14/2014 14:25,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,4,5,6,6,5,6,6,6,2,5,7,7,7,6,6,6,1,104,45,74,1,4,,,,,,,,
R_eKi4YrglTVYb82h,Default Response Set,,,,,0,5/14/2014 14:21,5/14/2014 14:28,1,,Early,1,1,,1,1,,1,4,6,4,4,3,4,4,6,7,3,2,3,4,3,5,7,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,42,81,2,4,,,,,,,,
R_b8WS7xF7SiHbKqp,Default Response Set,,,,,0,5/14/2014 14:24,5/14/2014 14:29,1,,Early,1,1,,1,1,,1,4,4,4,4,4,4,4,4,4,1,2,1,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,61,88,2,4,,,,,,,,
R_6nbvK9Yk4vHnqzX,Default Response Set,,,,,0,5/14/2014 14:27,5/14/2014 14:38,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,3,6,5,6,5,5,5,5,5,5,5,3,3,3,5,3,1,31,43,72,1,4,,,,,,,,
R_8vrX3k5kAbUtL5b,Default Response Set,,,,,0,5/14/2014 14:39,5/14/2014 14:41,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,3,3,4,5,5,3,5,6,4,5,5,6,6,7,4,4,3,,,,,,,,,,,,,,,,,,,,1,187,59,89,1,5,,,,,,,,
R_8qpYWLiVnGKzu85,Default Response Set,,,,,0,5/14/2014 14:58,5/14/2014 14:59,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3yYWZlHFApqIlSJ,Default Response Set,,,,,0,5/14/2014 14:55,5/14/2014 14:59,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,5,5,6,6,6,5,7,6,5,5,6,6,6,6,7,5,4,,,,,,,,,,,,,,,,,,,,1,187,49,78,1,4,,,,,,,,
R_73U0aYoHpxdUkdf,Default Response Set,,,,,0,5/14/2014 15:01,5/14/2014 15:02,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0ewQnhxAUqnFep7,Default Response Set,,,,,0,5/14/2014 12:50,5/14/2014 15:05,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dd4LbTmGmylQoIZ,Default Response Set,,,,,0,5/14/2014 15:10,5/14/2014 15:13,1,,Early,1,1,,1,1,,1,5,5,2,6,5,4,5,6,6,3,2,2,6,5,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,138,60,91,2,5,,,,,,,,
R_9uJ18lGCkC3mEwl,Default Response Set,,,,,0,5/14/2014 15:08,5/14/2014 15:16,1,,Early,1,1,,1,1,,1,5,6,4,6,6,6,6,6,6,5,7,5,6,5,5,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,35,70,1,4,,,,,,,,
R_bqoZJ9bxlDZUFQ9,Default Response Set,,,,,0,5/14/2014 15:20,5/14/2014 15:26,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,3,6,6,6,5,6,6,1,5,4,5,6,6,5,6,3,1,187,62,89,1,5,,,,,,,,
R_87kYNG0iOJe2fSR,Default Response Set,,,,,0,5/14/2014 15:23,5/14/2014 15:26,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,3,3,6,7,6,3,6,5,2,6,6,6,3,6,2,2,2,,,,,,,,,,,,,,,,,,,,1,187,66,93,1,5,,,,,,,,
R_2nlMBQ0elRqzMlT,Default Response Set,,,,,0,5/14/2014 15:19,5/14/2014 15:27,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,7,6,6,7,6,6,5,5,7,7,7,6,6,5,,,,,,,,,,,,,,,,,,,,1,31,34,72,1,4,,,,,,,,
R_3e0OQZ8zVuLKNkp,Default Response Set,,,,,0,5/14/2014 15:33,5/14/2014 15:36,1,,Early,1,1,,1,1,,1,5,5,2,6,6,6,4,5,4,4,4,4,6,4,5,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,185,46,70,1,4,,,,,,,,
R_71Dd3W3oDAQCwqp,Default Response Set,,,,,0,5/14/2014 15:40,5/14/2014 15:41,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5vuRXw0yvN2b337,Default Response Set,,,,,0,5/14/2014 15:49,5/14/2014 15:51,1,,Established,1,1,,1,6,,,,,,,,,,,,,,,,,,,,,1,5,5,5,6,5,6,5,3,5,6,5,5,3,3,3,7,7,2,,,,,,,,,,,,,,,,,,,,1,185,-99,93,-99,-99,,,,,,,,
R_1UhhkG7rwks0WLH,Default Response Set,,,,,0,5/14/2014 15:48,5/14/2014 15:53,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,3,5,6,5,5,5,6,5,3,3,5,6,6,4,4,2,1,168,26,64,1,4,,,,,,,,
R_6DTNoIUcieEiCwJ,Default Response Set,,,,,0,5/14/2014 15:51,5/14/2014 15:56,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,5,6,6,7,6,6,5,4,5,5,5,5,4,5,5,4,1,187,55,82,1,4,,,,,,,,
R_5ywJNXvwOUkdeaV,Default Response Set,,,,,0,5/14/2014 16:04,5/14/2014 16:08,1,,Early,1,1,,1,1,,1,6,5,3,5,5,5,5,5,5,3,6,4,5,5,5,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,-99,-99,1,4,,,,,,,,
R_9souWY3IN9QWFgx,Default Response Set,,,,,0,5/14/2014 16:07,5/14/2014 16:18,1,,Early,1,1,,1,1,,1,6,4,3,2,2,2,3,3,3,2,5,2,3,3,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,163,58,88,1,5,,,,,,,,
R_261zFHuPRbFPWNn,Default Response Set,,,,,0,5/14/2014 16:07,5/14/2014 16:20,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,5,5,6,6,6,6,6,7,6,5,6,6,5,6,6,1,1,80,50,82,1,4,,,,,,,,
R_aa7yisKyqNKnEoZ,Default Response Set,,,,,0,5/14/2014 16:00,5/14/2014 16:22,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,4,5,3,7,4,6,4,4,6,2,4,4,7,7,7,1,7,3,,,,,,,,,,,,,,,,,,,,1,84,63,92,2,4,,,,,,,,
R_5ANjmiKukg86grr,Default Response Set,,,,,0,5/14/2014 16:20,5/14/2014 16:24,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,6,2,5,6,6,5,6,5,2,2,4,6,6,6,6,6,3,,,,,,,,,,,,,,,,,,,,1,187,39,68,2,4,,,,,,,,
R_4G9zBr8JY0Wg0U5,Default Response Set,,,,,0,5/14/2014 16:19,5/14/2014 16:25,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,4,5,4,5,6,6,6,5,5,1,187,50,85,2,5,,,,,,,,
R_8dCwttu79Zu6vZz,Default Response Set,,,,,0,5/14/2014 16:32,5/14/2014 16:37,1,,Early,1,1,,1,1,,1,3,3,1,5,5,6,3,5,5,2,5,5,6,6,6,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,38,63,2,4,,,,,,,,
R_a4c5YS68ehN6Zcp,Default Response Set,,,,,0,5/14/2014 16:46,5/14/2014 16:49,1,,Early,1,1,,1,1,,1,6,6,4,6,6,6,6,6,6,4,6,6,6,6,6,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,23,49,1,4,,,,,,,,
R_838xJYnfgvHaDn7,Default Response Set,,,,,0,5/14/2014 16:40,5/14/2014 16:53,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,6,5,6,5,4,5,5,6,5,5,4,4,3,4,2,1,122,42,71,1,5,,,,,,,,
R_eo3oO48DfQXPjkV,Default Response Set,,,,,0,5/14/2014 16:56,5/14/2014 16:59,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,6,6,6,4,7,5,3,5,4,7,7,7,5,5,4,,,,,,,,,,,,,,,,,,,,1,187,44,72,1,4,,,,,,,,
R_79S34V07mKW6wsZ,Default Response Set,,,,,0,5/14/2014 16:57,5/14/2014 17:02,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,3,6,6,5,4,5,6,4,5,5,6,6,6,6,5,4,1,187,28,57,1,4,,,,,,,,
R_cMiH1m5Ac5KqA4Z,Default Response Set,,,,,0,5/14/2014 17:01,5/14/2014 17:08,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,5,5,6,5,6,6,6,5,6,5,6,6,3,5,3,6,3,,,,,,,,,,,,,,,,,,,,1,187,47,86,1,5,,,,,,,,
R_e5KAK1zHjMH9sJT,Default Response Set,,,,,0,5/14/2014 17:04,5/14/2014 17:13,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,3,4,5,5,4,5,5,5,3,3,5,5,4,5,6,5,1,163,56,89,1,5,,,,,,,,
R_cOLzzRNYat2m9YV,Default Response Set,,,,,0,5/14/2014 17:15,5/14/2014 17:18,1,,Early,1,1,,1,1,,1,5,5,3,5,5,6,5,5,5,4,4,4,5,4,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,34,65,1,4,,,,,,,,
R_3ruzYviZvEmqdlr,Default Response Set,,,,,0,5/14/2014 17:00,5/14/2014 17:23,1,,Early,1,1,,1,1,,1,2,6,3,6,5,5,6,6,6,3,2,3,7,6,3,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,62,93,1,4,,,,,,,,
R_dcyngaR8opq3Rkx,Default Response Set,,,,,0,5/14/2014 17:30,5/14/2014 17:36,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,4,3,6,6,6,5,6,4,5,6,6,6,6,6,6,5,2,,,,,,,,,,,,,,,,,,,,1,187,61,88,1,4,,,,,,,,
R_0quSnjhSOKTnyWF,Default Response Set,,,,,0,5/14/2014 17:36,5/14/2014 17:39,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,5,6,4,3,5,5,1,4,5,6,6,6,4,5,4,1,187,62,95,1,5,,,,,,,,
