V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Respondent_Group,Screening,Condition,Intro,Consent,Reason_NC,CheckPhD,CheckGroup,Intro_S,Q1_S_Ob,Q2_S_Ob,Q3_S_Ob,Q4_S,Q5_S_Ra,Q6_S_Ra,Q7_S_Op,Q8_S_Op,Q9_S_Op,Q10_S_IQ,Q11_S_IQ,Q12_S_IQ,Q13_S_In,Q14_S_In,Q15_S_In,Q16_S_Co,Q17_S_Co,Q18_S_Co,Intro_H,Q1_H_Ob,Q2_H_Ob,Q3_H_Ob,Q4_H_Ra,Q5_H_Ra,Q6_H_Ra,Q7_H_Op,Q8_H_Op,Q9_H_Op,Q10_H_IQ,Q11_H_IQ,Q12_H_IQ,Q13_H_In,Q14_H_In,Q15_H_In,Q16_H_Co,Q17_H_Co,Q18_H_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_yr_PhD,Dem_gender,Dem_relig,Feedback,DO-BR-FL_13,DO-BL-Scientists,DO-BL-Highly_educated_people,LocationLatitude,LocationLongitude,LocationAccuracy
R_3rt2fJAgxL4S1Kt,Default Response Set,,,,,0,5/14/2014 13:38,5/14/2014 13:44,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,7,6,6,5,5,6,6,7,6,4,4,4,6,7,6,6,3,6,1,122,59,89,1,39,,,,,,,
R_6hWClK198HkdXOR,Default Response Set,,,,,0,5/14/2014 13:41,5/14/2014 13:46,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,5,6,5,6,6,3,4,5,3,5,5,5,5,5,6,4,3,,,,,,,,,,,,,,,,,,,,1,61,39,73,1,38,,,,,,,
R_7V58onJZvlXDXxP,Default Response Set,,,,,0,5/14/2014 13:47,5/14/2014 13:51,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,5,6,6,6,6,6,6,5,6,6,6,6,2,6,2,3,2,,,,,,,,,,,,,,,,,,,,1,187,40,68,1,38,,,,,,,
R_a4rCfQ5eqG5PYu9,Default Response Set,,,,,0,5/14/2014 13:51,5/14/2014 13:55,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,5,3,2,2,2,5,5,7,4,6,6,3,2,3,1,187,51,83,1,39,,,,,,,
R_enRsfCe9s3BxEpv,Default Response Set,,,,,0,5/14/2014 13:52,5/14/2014 13:55,1,Scientists,,Scientists_Educated,1,1,,1,6,,,,,,,,,,,,,,,,,,,,1,3,2,2,4,5,3,3,3,4,2,3,2,3,2,3,3,1,1,1,129,61,92,2,39,,,,,,,
R_bwQjFNQHf2FUjl3,Default Response Set,,,,,0,5/14/2014 13:56,5/14/2014 14:02,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,4,5,7,6,6,3,6,5,5,5,5,6,4,6,4,6,1,,,,,,,,,,,,,,,,,,,,1,17,63,90,1,39,,,,,,,
R_cG9pCohHeepO7IN,Default Response Set,,,,,0,5/14/2014 13:30,5/14/2014 14:05,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,3,2,6,6,6,5,5,5,2,2,2,6,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,1,7,54,83,1,39,,,,,,,
R_cORySKbMe2gtLh3,Default Response Set,,,,,0,5/14/2014 14:04,5/14/2014 14:07,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,3,3,7,4,1,6,3,4,6,4,4,6,5,3,4,3,3,,,,,,,,,,,,,,,,,,,,1,31,57,88,2,43,,,,,,,
R_08lcOqxnOsNyZ37,Default Response Set,,,,,0,5/14/2014 14:16,5/14/2014 14:21,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,5,6,6,6,6,6,6,1,5,4,6,6,7,6,5,3,1,31,48,89,2,38,,,,,,,
R_9NXdbczozioTPcV,Default Response Set,,,,,0,5/14/2014 14:27,5/14/2014 14:28,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bEC0fEYm7yiX0ih,Default Response Set,,,,,0,5/14/2014 14:35,5/14/2014 14:38,1,Scientists,,Scientists_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,5,5,4,4,5,5,5,5,5,5,5,3,4,4,5,4,5,3,1,187,69,96,1,42,,,,,,,
R_ete2z0MWexkjiRf,Default Response Set,,,,,0,5/14/2014 14:36,5/14/2014 14:40,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,1,1,187,55,82,1,38,,,,,,,
R_9n7SSQHRhnIR70x,Default Response Set,,,,,0,5/14/2014 15:00,5/14/2014 15:02,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,4,3,6,5,5,5,3,5,4,4,6,6,5,5,5,5,3,,,,,,,,,,,,,,,,,,,,1,187,41,68,1,39,,,,,,,
R_3gv1cIYWL3Ada7z,Default Response Set,,,,,0,5/14/2014 15:00,5/14/2014 15:03,1,Scientists,,Scientists_Scientists,1,1,,2,,1,6,7,4,6,6,6,6,7,5,3,6,5,6,7,7,6,5,5,,,,,,,,,,,,,,,,,,,,1,31,61,95,1,43,,,,,,,
R_4Uujd6ChOIxwdqB,Default Response Set,,,,,0,5/14/2014 11:01,5/14/2014 15:09,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,-99,3,5,3,-99,3,4,6,6,4,-99,3,1,1,1,1,1,-99,1,185,54,88,1,42,,,,,,,
R_5yHRzAFI29gd8l7,Default Response Set,,,,,0,5/14/2014 15:28,5/14/2014 15:34,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,3,6,6,5,6,5,5,6,5,5,5,4,5,5,4,4,1,31,33,61,1,40,,,,,,,
R_6SAqbyxest2Dafz,Default Response Set,,,,,0,5/14/2014 15:32,5/14/2014 15:36,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,2,1,2,3,3,4,4,2,1,2,3,3,4,3,4,1,1,1,,,,,,,,,,,,,,,,,,,,1,187,43,77,1,39,,,,,,,
R_9G2g2dEjj2deEdf,Default Response Set,,,,,0,5/14/2014 15:46,5/14/2014 15:48,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,2,2,5,5,4,3,3,3,4,2,4,2,2,2,3,1,1,1,187,49,80,1,39,,,,,,,
R_1BV2N6y9MLmQK4B,Default Response Set,,,,,0,5/14/2014 15:49,5/14/2014 15:50,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cD8IQTapcdxn0gt,Default Response Set,,,,,0,5/14/2014 15:38,5/14/2014 15:54,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,4,3,6,6,6,5,5,4,6,4,6,6,6,6,6,6,4,,,,,,,,,,,,,,,,,,,,1,161,47,86,1,42,,,,,,,
R_56lhxMfYhHLum45,Default Response Set,,,,,0,5/14/2014 15:53,5/14/2014 15:55,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,4,2,1,2,3,1,1,2,4,1,3,1,3,2,1,187,44,76,2,39,,,,,,,
R_e2JRZmWcYCCLqQd,Default Response Set,,,,,0,5/14/2014 15:59,5/14/2014 16:02,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,6,6,7,5,5,6,7,3,4,5,7,7,7,7,6,4,,,,,,,,,,,,,,,,,,,,1,187,49,85,1,43,,,,,,,
R_6lko5UrAkfoJ1kx,Default Response Set,,,,,0,5/14/2014 16:04,5/14/2014 16:11,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,7,7,7,7,5,3,3,7,7,7,7,6,4,1,15,59,90,1,43,,,,,,,
R_7PM0uVYw2rCtnGl,Default Response Set,,,,,0,5/14/2014 16:09,5/14/2014 16:16,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,4,4,4,3,4,4,4,4,5,5,4,4,5,6,4,3,4,,,,,,,,,,,,,,,,,,,,1,168,54,87,2,38,,,,,,,
R_1AJzPEnDXIEI05v,Default Response Set,,,,,0,5/14/2014 16:25,5/14/2014 16:26,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ewJLBCCjO8bFarr,Default Response Set,,,,,0,5/14/2014 16:23,5/14/2014 16:27,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,6,5,6,5,5,5,5,6,6,6,4,6,5,3,2,1,65,60,89,1,40,,,,,,,
R_6yAASAGzZ8Snsi1,Default Response Set,,,,,0,5/14/2014 16:18,5/14/2014 16:30,1,Scientists,,Scientists_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,5,4,5,6,6,6,5,6,5,6,5,6,6,4,3,5,6,3,1,80,66,96,1,43,,,,,,,
R_cMEWspEW6DH5Ee9,Default Response Set,,,,,0,5/14/2014 16:22,5/14/2014 16:34,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,7,6,2,6,7,3,6,7,6,3,6,5,6,6,6,7,3,2,,,,,,,,,,,,,,,,,,,,1,187,31,58,1,39,,,,,,,
R_6fDb3hD9GQT2OY5,Default Response Set,,,,,0,5/14/2014 16:41,5/14/2014 16:49,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,3,6,2,6,3,6,6,3,5,4,6,3,3,3,3,1,1,187,44,73,1,42,,,,,,,
R_cJi0yaXy8sikMTz,Default Response Set,,,,,0,5/14/2014 16:15,5/14/2014 16:50,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,6,6,5,6,5,5,5,6,5,5,5,6,6,6,4,4,,,,,,,,,,,,,,,,,,,,1,83,53,83,1,41,,,,,,,
R_eUJ7jQ5EiP3aWdD,Default Response Set,,,,,0,5/14/2014 16:57,5/14/2014 17:00,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,2,5,5,5,3,3,4,2,2,5,3,2,3,3,3,2,1,187,42,68,2,38,,,,,,,
R_bjeiNf6wKR2mJSt,Default Response Set,,,,,0,5/14/2014 17:02,5/14/2014 17:04,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,5,5,4,6,6,6,5,6,5,5,5,4,4,5,3,4,5,,,,,,,,,,,,,,,,,,,,1,187,39,79,1,40,,,,,,,
R_7OJpqP0TjPrk2Kp,Default Response Set,,,,,0,5/14/2014 17:21,5/14/2014 17:35,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2sFjrVxrqbpncY5,Default Response Set,,,,,0,5/14/2014 17:45,5/14/2014 17:52,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,3,5,6,6,-99,4,5,3,3,2,6,3,6,2,4,2,,,,,,,,,,,,,,,,,,,,1,168,49,90,2,44,,,,,,,
R_bpVZ2pKxjBm3KHH,Default Response Set,,,,,0,5/14/2014 17:45,5/14/2014 17:54,1,Scientists,,Scientists_Educated,1,1,,1,2,,,,,,,,,,,,,,,,,,,,1,3,6,4,4,6,6,6,6,6,2,2,2,6,5,6,2,6,2,1,31,24,48,1,42,,,,,,,
R_9mZnzdV7f1wOqdn,Default Response Set,,,,,0,5/14/2014 17:44,5/14/2014 18:01,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,3,2,5,4,5,4,5,3,5,4,5,4,4,4,4,4,4,1,187,57,87,2,42,,,,,,,
R_24VrT2nt6vvKUE5,Default Response Set,,,,,0,5/14/2014 18:24,5/14/2014 18:28,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,7,5,3,-99,6,7,6,6,6,4,6,6,6,5,6,6,6,4,,,,,,,,,,,,,,,,,,,,1,187,52,79,2,42,,,,,,,
R_7Pb2giVljYFnTrT,Default Response Set,,,,,0,5/14/2014 18:35,5/14/2014 18:39,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,2,5,5,3,7,5,2,5,2,3,7,6,7,6,6,2,1,111,56,85,1,38,,,,,,,
R_56m0VAbCqPQXiqp,Default Response Set,,,,,0,5/14/2014 19:03,5/14/2014 19:13,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,5,6,6,7,6,7,7,3,5,4,7,7,7,6,6,5,,,,,,,,,,,,,,,,,,,,1,187,56,87,2,42,,,,,,,
R_0NSait4wO0Ghv8N,Default Response Set,,,,,0,5/14/2014 19:46,5/14/2014 19:50,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,3,5,5,6,5,6,5,5,5,5,6,4,5,4,6,2,,,,,,,,,,,,,,,,,,,,1,157,56,83,1,41,,,,,,,
R_0PxIcgAiTZxw97L,Default Response Set,,,,,0,5/14/2014 19:51,5/14/2014 20:09,1,Scientists,,Scientists_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,3,4,3,5,5,5,5,4,5,6,5,5,4,3,3,3,3,3,1,83,30,95,1,39,,,,,,,
R_5pUyj4GWDzgWzFH,Default Response Set,,,,,0,5/14/2014 20:39,5/14/2014 20:39,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7ams2sGQ37VlpFr,Default Response Set,,,,,0,5/14/2014 21:36,5/14/2014 21:49,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,4,3,4,5,4,5,6,6,3,3,4,6,6,6,5,5,2,1,168,43,89,2,41,,,,,,,
R_0pQVkSbTqWIkX1H,Default Response Set,,,,,0,5/14/2014 21:57,5/14/2014 22:01,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,5,5,5,4,2,3,3,5,4,5,4,4,4,3,2,1,-99,-99,-99,2,38,,,,,,,
R_5jLxIj7Gog9t6qF,Default Response Set,,,,,0,5/14/2014 22:44,5/14/2014 22:48,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,4,2,4,6,4,4,5,7,4,1,4,6,7,7,4,3,2,,,,,,,,,,,,,,,,,,,,1,187,33,60,1,41,,,,,,,
R_2i3ZUdN4QEpakYt,Default Response Set,,,,,0,5/14/2014 22:55,5/14/2014 22:58,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,4,6,6,6,3,5,5,5,5,6,5,5,6,5,2,2,,,,,,,,,,,,,,,,,,,,1,187,56,83,2,38,,,,,,,
R_50ve8H2vpIFfNcN,Default Response Set,,,,,0,5/14/2014 23:09,5/14/2014 23:34,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,2,4,4,4,3,5,5,4,6,4,6,5,3,3,3,2,1,128,62,90,2,40,,,,,,,
R_8FTYNyfCpz6Op4F,Default Response Set,,,,,0,5/15/2014 0:11,5/15/2014 0:17,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,5,3,6,4,6,6,5,7,3,2,4,6,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,1,187,37,84,2,42,,,,,,,
R_3CaTWMokthfcVM1,Default Response Set,,,,,0,5/15/2014 2:32,5/15/2014 2:40,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,4,5,6,6,6,6,6,5,6,5,5,5,5,5,6,4,1,111,55,83,1,42,,,,,,,
R_8IjrFygkpt1UPqJ,Default Response Set,,,,,0,5/15/2014 2:49,5/15/2014 2:51,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,6,3,5,5,6,6,5,5,4,5,3,5,5,5,5,3,3,,,,,,,,,,,,,,,,,,,,1,9,64,90,2,43,,,,,,,
R_6JMOLzSpvf5IMFT,Default Response Set,,,,,0,5/15/2014 3:16,5/15/2014 3:20,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,5,3,6,6,6,6,6,3,6,5,7,7,7,5,7,6,1,24,42,78,2,43,,,,,,,
R_ehSPgD5WNcuYhtH,Default Response Set,,,,,0,5/15/2014 5:07,5/15/2014 5:12,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,4,4,5,4,6,2,6,6,2,6,5,6,5,3,4,4,3,,,,,,,,,,,,,,,,,,,,1,9,47,89,1,38,,,,,,,
R_5hdq5XKKuuPlXsV,Default Response Set,,,,,0,5/15/2014 5:45,5/15/2014 5:46,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_d1hgVnEvffd15gp,Default Response Set,,,,,0,5/15/2014 7:21,5/15/2014 7:25,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,3,1,2,2,3,2,5,5,4,2,3,4,4,2,3,2,2,1,9,44,93,1,38,,,,,,,
R_5tZuuFTqy3mkMn3,Default Response Set,,,,,0,5/15/2014 8:46,5/15/2014 8:57,1,Scientists,,Scientists_Scientists,1,1,,2,,1,5,3,7,5,5,6,5,3,6,6,5,5,6,3,6,4,4,2,,,,,,,,,,,,,,,,,,,,1,128,61,96,2,38,,,,,,,
R_78JMMYqM4R4Troh,Default Response Set,,,,,0,5/15/2014 9:10,5/15/2014 9:20,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,3,3,5,4,2,3,2,3,5,5,3,2,4,2,2,1,45,45,74,1,39,,,,,,,
R_5bzLS7yJaUKRqvj,Default Response Set,,,,,0,5/14/2014 12:13,5/15/2014 10:24,1,Scientists,,Scientists_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,5,5,2,5,5,5,3,2,3,2,5,5,4,2,2,2,3,1,1,163,64,95,1,38,,,,,,,
R_56mLnNvha12orLD,Default Response Set,,,,,0,5/15/2014 10:20,5/15/2014 10:26,1,Scientists,,Scientists_Educated,1,1,,1,6,,,,,,,,,,,,,,,,,,,,1,6,6,2,6,6,6,6,6,6,4,2,4,6,6,6,6,5,4,1,122,63,92,2,38,,,,,,,
R_4ZNnUHwrz84MLHf,Default Response Set,,,,,0,5/15/2014 12:40,5/15/2014 12:43,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,6,5,7,5,7,6,6,6,4,5,4,6,5,5,5,4,3,,,,,,,,,,,,,,,,,,,,1,185,33,65,1,39,,,,,,,
R_3z9nvfMmZ3pr5PL,Default Response Set,,,,,0,5/15/2014 14:11,5/15/2014 14:17,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,2,3,3,5,3,5,5,3,3,2,5,5,3,5,3,4,6,2,,,,,,,,,,,,,,,,,,,,1,86,51,81,1,39,,,,,,,
R_3F47JFH7llPlc5D,Default Response Set,,,,,0,5/15/2014 19:19,5/15/2014 19:24,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,4,5,2,5,6,6,5,5,6,4,4,4,5,5,6,5,2,2,,,,,,,,,,,,,,,,,,,,1,187,43,82,2,38,,,,,,,
R_3OXHC8GOFCJTpdj,Default Response Set,,,,,0,5/15/2014 21:36,5/15/2014 21:55,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,3,4,3,5,2,3,6,5,5,5,5,3,7,3,2,3,1,187,29,57,1,42,,,,,,,
R_3f0D193NWfQSwoR,Default Response Set,,,,,0,5/16/2014 0:13,5/16/2014 0:21,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,5,1,6,6,6,6,5,6,4,1,3,7,6,7,3,4,5,,,,,,,,,,,,,,,,,,,,1,24,54,83,1,42,,,,,,,
R_bjejrDHsOHlTFR3,Default Response Set,,,,,0,5/16/2014 7:17,5/16/2014 7:47,1,Scientists,,Scientists_Educated,1,1,,1,6,,,,,,,,,,,,,,,,,,,,1,5,3,5,6,6,6,6,6,5,1,2,1,6,2,2,4,4,2,1,-99,62,94,1,39,,,,,,,
R_3PpJ50QyekrdKhn,Default Response Set,,,,,0,5/16/2014 9:06,5/16/2014 9:11,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,6,5,5,6,5,6,5,6,6,6,4,5,5,5,4,5,3,,,,,,,,,,,,,,,,,,,,1,156,49,80,1,41,,,,,,,
R_bfqcQcIyzBYIfit,Default Response Set,,,,,0,5/16/2014 11:49,5/16/2014 11:57,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,6,2,6,6,7,6,3,3,5,2,5,2,3,3,3,2,1,36,57,86,2,42,,,,,,,
R_cMYmmtaBfWMInWJ,Default Response Set,,,,,0,5/16/2014 14:39,5/16/2014 14:44,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,7,2,2,6,6,6,6,6,2,2,2,7,7,7,6,6,6,1,84,37,64,2,39,,,,,,,
R_1ZgoUpHEHLWxORv,Default Response Set,,,,,0,5/16/2014 15:53,5/16/2014 15:53,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3BPWJZCA2ERfTNz,Default Response Set,,,,,0,5/16/2014 19:29,5/16/2014 19:31,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,7,6,7,7,7,7,5,7,7,4,5,3,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,1,31,55,84,1,41,,,,,,,
R_77ps4hk0rCH68rb,Default Response Set,,,,,0,5/16/2014 20:12,5/16/2014 20:20,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,3,5,6,6,6,5,5,5,4,5,4,6,2,5,5,4,2,1,65,61,91,1,39,,,,,,,
R_2siSLzXHDUuTWRf,Default Response Set,,,,,0,5/17/2014 8:15,5/17/2014 8:28,1,Scientists,,Scientists_Scientists,1,1,,2,,1,6,6,6,6,6,7,6,6,6,5,4,4,7,6,7,5,6,4,,,,,,,,,,,,,,,,,,,,1,36,68,97,1,41,,,,,,,
R_85MhIK3SFnKoytD,Default Response Set,,,,,0,5/17/2014 13:45,5/17/2014 13:56,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,7,5,6,7,7,2,7,4,1,2,1,6,4,1,7,6,7,,,,,,,,,,,,,,,,,,,,1,186,51,92,1,43,,,,,,,
R_5o5IRiKKM4fNPPD,Default Response Set,,,,,0,5/17/2014 14:11,5/17/2014 14:16,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,4,5,6,6,6,6,6,4,6,5,5,5,6,5,5,4,1,143,32,58,1,43,,,,,,,
R_3E3aYp1hHiXy8uN,Default Response Set,,,,,0,5/17/2014 14:41,5/17/2014 14:46,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,6,3,3,5,6,3,6,5,2,6,6,6,7,6,6,5,2,,,,,,,,,,,,,,,,,,,,1,122,33,71,1,38,,,,,,,
R_8IcZTiUyzI1QAVD,Default Response Set,,,,,0,5/18/2014 21:44,5/18/2014 21:45,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1HA9HPycoFUe1OB,Default Response Set,,,,,0,5/18/2014 23:18,5/18/2014 23:21,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,4,6,5,4,5,3,6,6,5,5,4,4,1,122,55,86,2,38,,,,,,,
R_9HaEttj3R564let,Default Response Set,,,,,0,5/19/2014 1:32,5/19/2014 1:36,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,2,3,3,2,2,1,5,2,3,1,4,3,1,2,1,1,1,1,9,59,87,2,39,,,,,,,
R_7U91QltYsidt0Y5,Default Response Set,,,,,0,5/19/2014 5:38,5/19/2014 5:44,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,6,6,5,5,5,6,6,6,5,2,2,4,7,6,6,6,6,3,,,,,,,,,,,,,,,,,,,,1,111,51,81,1,42,,,,,,,
R_3EhVZtrdUA2Ngm9,Default Response Set,,,,,0,5/19/2014 6:50,5/19/2014 6:56,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,5,3,2,6,6,6,5,6,5,5,6,5,6,3,4,3,2,1,,,,,,,,,,,,,,,,,,,,1,123,38,63,1,38,,,,,,,
R_ahjKt0EefwTXDWR,Default Response Set,,,,,0,5/19/2014 12:53,5/19/2014 12:54,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6SfLpvP49Debl89,Default Response Set,,,,,0,5/19/2014 12:51,5/19/2014 12:55,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,2,3,1,6,6,5,3,1,3,2,5,5,4,3,3,1,2,1,,,,,,,,,,,,,,,,,,,,1,48,54,86,1,43,,,,,,,
R_7QEqv10NaW6S6vH,Default Response Set,,,,,0,5/19/2014 12:56,5/19/2014 13:01,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,4,5,6,6,6,6,6,5,5,4,5,5,6,5,5,4,1,84,52,85,2,42,,,,,,,
R_0JuPF7uGjhq5bgh,Default Response Set,,,,,0,5/19/2014 13:02,5/19/2014 13:03,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8w7EmUTy8OmMvgV,Default Response Set,,,,,0,5/19/2014 13:05,5/19/2014 13:06,1,Scientists,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5yEWJBdYqYuZOD3,Default Response Set,,,,,0,5/19/2014 13:04,5/19/2014 13:09,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,4,6,5,5,5,4,5,3,2,2,5,4,3,4,6,2,1,169,55,93,1,38,,,,,,,
R_9tr8h61f8IDq2eF,Default Response Set,,,,,0,5/19/2014 13:16,5/19/2014 13:18,1,Scientists,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2udkcamvuwmLOmN,Default Response Set,,,,,0,5/19/2014 13:23,5/19/2014 13:27,1,Scientists,,Scientists_Scientists,1,1,,1,1,1,3,5,5,5,5,6,6,5,6,6,5,5,6,3,5,5,3,5,,,,,,,,,,,,,,,,,,,,1,84,53,82,1,39,,,,,,,
R_d0ZD5bMhyod1uoB,Default Response Set,,,,,0,5/19/2014 13:23,5/19/2014 13:31,1,Scientists,,Scientists_Educated,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,3,3,6,5,6,2,6,3,5,3,3,5,3,4,2,1,2,1,80,41,81,1,41,,,,,,,
R_0x5qDMLpUd2R4Z7,Default Response Set,,,,,0,5/19/2014 13:24,5/19/2014 13:33,1,Scientists,,Scientists_Scientists,1,1,,2,,1,7,7,5,4,5,6,7,6,4,2,2,2,7,7,7,6,6,7,,,,,,,,,,,,,,,,,,,,1,24,66,95,1,39,,,,,,,
